pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,enzyme_type,label,source,pmid,enz_gene_norm,sub_gene_norm,gene_pair_key,ppi_physical_flag,enz_compartments,sub_compartments,shared_compartments,has_enz_loc,has_sub_loc,coloc_flag
E3|O43164|Q14678,E3|O43164,E3,O43164,Q14678,PJA2,KANK1,RING,0,neg2x_initial_degree_matched,,PJA2,KANK1,KANK1|PJA2,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,cytoplasm;membrane;nucleus,cytoplasm;membrane,True,True,True
E3|O43164|O14763,E3|O43164,E3,O43164,O14763,PJA2,TNFRSF10B,RING,0,neg2x_initial_degree_matched,,PJA2,TNFRSF10B,PJA2|TNFRSF10B,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,membrane,membrane,True,True,True
E3|O43164|Q14258,E3|O43164,E3,O43164,Q14258,PJA2,TRIM25,RING,0,neg2x_initial_degree_matched,,PJA2,TRIM25,PJA2|TRIM25,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,cytoplasm;nucleus,cytoplasm,True,True,True
E3|O43164|Q9HC16,E3|O43164,E3,O43164,Q9HC16,PJA2,APOBEC3G,RING,0,neg2x_initial_degree_matched,,PJA2,APOBEC3G,APOBEC3G|PJA2,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,cytoplasm;nucleus,cytoplasm,True,True,True
E3|O43164|Q9NQA5,E3|O43164,E3,O43164,Q9NQA5,PJA2,TRPV5,RING,0,neg2x_initial_degree_matched,,PJA2,TRPV5,PJA2|TRPV5,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,membrane;plasma_membrane,membrane;plasma_membrane,True,True,True
E3|O43164|Q9NQC7,E3|O43164,E3,O43164,Q9NQC7,PJA2,CYLD,RING,0,neg2x_initial_degree_matched,,PJA2,CYLD,CYLD|PJA2,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,cytoplasm;cytoskeleton;membrane;plasma_membrane,cytoplasm;cytoskeleton;membrane;plasma_membrane,True,True,True
E3|O43164|Q9NX47,E3|O43164,E3,O43164,Q9NX47,PJA2,MARCHF5,RING,0,neg2x_initial_degree_matched,,PJA2,MARCHF5,MARCHF5|PJA2,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,endoplasmic_reticulum;membrane;mitochondrion;peroxisome,endoplasmic_reticulum;membrane,True,True,True
E3|O43164|Q9BSA4,E3|O43164,E3,O43164,Q9BSA4,PJA2,TTYH2,RING,0,neg2x_initial_degree_matched,,PJA2,TTYH2,PJA2|TTYH2,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,membrane;plasma_membrane,membrane;plasma_membrane,True,True,True
E3|O43164|Q9UBF9,E3|O43164,E3,O43164,Q9UBF9,PJA2,MYOT,RING,0,neg2x_initial_degree_matched,,PJA2,MYOT,MYOT|PJA2,False,cytoplasm;cytoskeleton;endoplasmic_reticulum;golgi;membrane;plasma_membrane,cytoplasm;cytoskeleton;membrane;plasma_membrane,cytoplasm;cytoskeleton;membrane;plasma_membrane,True,True,True
E3|O43255|Q15334,E3|O43255,E3,O43255,Q15334,SIAH2,LLGL1,RING,0,neg2x_initial_degree_matched,,SIAH2,LLGL1,LLGL1|SIAH2,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;endosome;golgi;membrane,cytoplasm,True,True,True
E3|O43255|P10914,E3|O43255,E3,O43255,P10914,SIAH2,IRF1,RING,0,neg2x_initial_degree_matched,,SIAH2,IRF1,IRF1|SIAH2,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q6NUN9,E3|O43255,E3,O43255,Q6NUN9,SIAH2,ZNF746,RING,0,neg2x_initial_degree_matched,,SIAH2,ZNF746,SIAH2|ZNF746,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q9UPR3,E3|O43255,E3,O43255,Q9UPR3,SIAH2,SMG5,RING,0,neg2x_initial_degree_matched,,SIAH2,SMG5,SIAH2|SMG5,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|O94916,E3|O43255,E3,O43255,O94916,SIAH2,NFAT5,RING,0,neg2x_initial_degree_matched,,SIAH2,NFAT5,NFAT5|SIAH2,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q13127,E3|O43255,E3,O43255,Q13127,SIAH2,REST,RING,0,neg2x_initial_degree_matched,,SIAH2,REST,REST|SIAH2,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|P52564,E3|O43255,E3,O43255,P52564,SIAH2,MAP2K6,RING,0,neg2x_initial_degree_matched,,SIAH2,MAP2K6,MAP2K6|SIAH2,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q969G3,E3|O43255,E3,O43255,Q969G3,SIAH2,SMARCE1,RING,0,neg2x_initial_degree_matched,,SIAH2,SMARCE1,SIAH2|SMARCE1,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
E3|O43255|P01111,E3|O43255,E3,O43255,P01111,SIAH2,NRAS,RING,0,neg2x_initial_degree_matched,,SIAH2,NRAS,NRAS|SIAH2,False,cytoplasm;nucleus,cytoplasm;golgi;membrane;plasma_membrane,cytoplasm,True,True,True
E3|O43255|P18848,E3|O43255,E3,O43255,P18848,SIAH2,ATF4,RING,0,neg2x_initial_degree_matched,,SIAH2,ATF4,ATF4|SIAH2,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;membrane;nucleus;plasma_membrane,cytoplasm;nucleus,True,True,True
E3|O43255|O75444,E3|O43255,E3,O43255,O75444,SIAH2,MAF,RING,0,neg2x_initial_degree_matched,,SIAH2,MAF,MAF|SIAH2,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
E3|O43255|O14980,E3|O43255,E3,O43255,O14980,SIAH2,XPO1,RING,0,neg2x_initial_degree_matched,,SIAH2,XPO1,SIAH2|XPO1,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q15811,E3|O43255,E3,O43255,Q15811,SIAH2,ITSN1,RING,0,neg2x_initial_degree_matched,,SIAH2,ITSN1,ITSN1|SIAH2,False,cytoplasm;nucleus,cytoplasm;endosome;membrane;nucleus;plasma_membrane;vesicle,cytoplasm;nucleus,True,True,True
E3|O43255|P37088,E3|O43255,E3,O43255,P37088,SIAH2,SCNN1A,RING,0,neg2x_initial_degree_matched,,SIAH2,SCNN1A,SCNN1A|SIAH2,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;membrane;plasma_membrane;vesicle,cytoplasm,True,True,True
E3|O43255|O95786,E3|O43255,E3,O43255,O95786,SIAH2,DDX58,RING,0,neg2x_initial_degree_matched,,SIAH2,DDX58,DDX58|SIAH2,False,cytoplasm;nucleus,cell_junction;cytoplasm;cytoskeleton;membrane,cytoplasm,True,True,True
E3|O43255|Q9BT88,E3|O43255,E3,O43255,Q9BT88,SIAH2,SYT11,RING,0,neg2x_initial_degree_matched,,SIAH2,SYT11,SIAH2|SYT11,False,cytoplasm;nucleus,cytoplasm;endosome;golgi;lysosome;membrane;vesicle,cytoplasm,True,True,True
E3|O43255|P49792,E3|O43255,E3,O43255,P49792,SIAH2,RANBP2,RING,0,neg2x_initial_degree_matched,,SIAH2,RANBP2,RANBP2|SIAH2,False,cytoplasm;nucleus,cytoplasm;membrane;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|O14965,E3|O43255,E3,O43255,O14965,SIAH2,AURKA,RING,0,neg2x_initial_degree_matched,,SIAH2,AURKA,AURKA|SIAH2,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;membrane;plasma_membrane,cytoplasm,True,True,True
E3|O43255|Q14203,E3|O43255,E3,O43255,Q14203,SIAH2,DCTN1,RING,0,neg2x_initial_degree_matched,,SIAH2,DCTN1,DCTN1|SIAH2,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q96RN5,E3|O43255,E3,O43255,Q96RN5,SIAH2,MED15,RING,0,neg2x_initial_degree_matched,,SIAH2,MED15,MED15|SIAH2,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|P43268,E3|O43255,E3,O43255,P43268,SIAH2,ETV4,RING,0,neg2x_initial_degree_matched,,SIAH2,ETV4,ETV4|SIAH2,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
E3|O43255|P07332,E3|O43255,E3,O43255,P07332,SIAH2,FES,RING,0,neg2x_initial_degree_matched,,SIAH2,FES,FES|SIAH2,False,cytoplasm;nucleus,cell_junction;cytoplasm;cytoskeleton;golgi;membrane;plasma_membrane;vesicle,cytoplasm,True,True,True
E3|O43255|P35568,E3|O43255,E3,O43255,P35568,SIAH2,IRS1,RING,0,neg2x_initial_degree_matched,,SIAH2,IRS1,IRS1|SIAH2,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|P83916,E3|O43255,E3,O43255,P83916,SIAH2,CBX1,RING,0,neg2x_initial_degree_matched,,SIAH2,CBX1,CBX1|SIAH2,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
E3|O43255|Q8WWM9,E3|O43255,E3,O43255,Q8WWM9,SIAH2,CYGB,RING,0,neg2x_initial_degree_matched,,SIAH2,CYGB,CYGB|SIAH2,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q92674,E3|O43255,E3,O43255,Q92674,SIAH2,CENPI,RING,0,neg2x_initial_degree_matched,,SIAH2,CENPI,CENPI|SIAH2,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
E3|O43255|Q8IWX7,E3|O43255,E3,O43255,Q8IWX7,SIAH2,UNC45B,RING,0,neg2x_initial_degree_matched,,SIAH2,UNC45B,SIAH2|UNC45B,False,cytoplasm;nucleus,cytoplasm,cytoplasm,True,True,True
E3|O43255|P61371,E3|O43255,E3,O43255,P61371,SIAH2,ISL1,RING,0,neg2x_initial_degree_matched,,SIAH2,ISL1,ISL1|SIAH2,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
E3|O43255|P60321,E3|O43255,E3,O43255,P60321,SIAH2,NANOS2,RING,0,neg2x_initial_degree_matched,,SIAH2,NANOS2,NANOS2|SIAH2,False,cytoplasm;nucleus,cytoplasm,cytoplasm,True,True,True
E3|O43255|O15553,E3|O43255,E3,O43255,O15553,SIAH2,MEFV,RING,0,neg2x_initial_degree_matched,,SIAH2,MEFV,MEFV|SIAH2,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;nucleus;vesicle,cytoplasm;nucleus,True,True,True
E3|O43255|Q9UHD2,E3|O43255,E3,O43255,Q9UHD2,SIAH2,TBK1,RING,0,neg2x_initial_degree_matched,,SIAH2,TBK1,SIAH2|TBK1,False,cytoplasm;nucleus,cytoplasm,cytoplasm,True,True,True
E3|O43255|Q96QV6,E3|O43255,E3,O43255,Q96QV6,SIAH2,H2AC1,RING,0,neg2x_initial_degree_matched,,SIAH2,H2AC1,H2AC1|SIAH2,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
E3|O43255|Q13107,E3|O43255,E3,O43255,Q13107,SIAH2,USP4,RING,0,neg2x_initial_degree_matched,,SIAH2,USP4,SIAH2|USP4,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q9Y2U5,E3|O43255,E3,O43255,Q9Y2U5,SIAH2,MAP3K2,RING,0,neg2x_initial_degree_matched,,SIAH2,MAP3K2,MAP3K2|SIAH2,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|Q15653,E3|O43255,E3,O43255,Q15653,SIAH2,NFKBIB,RING,0,neg2x_initial_degree_matched,,SIAH2,NFKBIB,NFKBIB|SIAH2,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
E3|O43255|P21359,E3|O43255,E3,O43255,P21359,SIAH2,NF1,RING,0,neg2x_initial_degree_matched,,SIAH2,NF1,NF1|SIAH2,False,cytoplasm;nucleus,membrane;nucleus;plasma_membrane,nucleus,True,True,True
E3|O43255|Q9P0M6,E3|O43255,E3,O43255,Q9P0M6,SIAH2,MACROH2A2,RING,0,neg2x_initial_degree_matched,,SIAH2,MACROH2A2,MACROH2A2|SIAH2,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
E3|O43255|Q16637,E3|O43255,E3,O43255,Q16637,SIAH2,SMN1,RING,0,neg2x_initial_degree_matched,,SIAH2,SMN1,SIAH2|SMN1,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;nucleus,cytoplasm;nucleus,True,True,True
