model,accession,status,length,per_sequence_dim,per_residue_shape,error
esm2_t12_35M_UR50D,P05771,ok,671,480,"(671, 480)",
esm2_t12_35M_UR50D,P05777,ok,252,480,"(252, 480)",
esm2_t12_35M_UR50D,P05976,ok,194,480,"(194, 480)",
esm2_t12_35M_UR50D,P06127,ok,495,480,"(495, 480)",
esm2_t12_35M_UR50D,P06213,ok,1382,480,"(1382, 480)",
esm2_t12_35M_UR50D,P06239,ok,509,480,"(509, 480)",
esm2_t12_35M_UR50D,P06241,ok,537,480,"(537, 480)",
esm2_t12_35M_UR50D,P06400,ok,928,480,"(928, 480)",
esm2_t12_35M_UR50D,P06401,ok,933,480,"(933, 480)",
esm2_t12_35M_UR50D,P06463,ok,158,480,"(158, 480)",
esm2_t12_35M_UR50D,P06493,ok,297,480,"(297, 480)",
esm2_t12_35M_UR50D,P06576,ok,529,480,"(529, 480)",
esm2_t12_35M_UR50D,P06732,ok,381,480,"(381, 480)",
esm2_t12_35M_UR50D,P06733,ok,434,480,"(434, 480)",
esm2_t12_35M_UR50D,P06746,ok,335,480,"(335, 480)",
esm2_t12_35M_UR50D,P06748,ok,294,480,"(294, 480)",
esm2_t12_35M_UR50D,P06790,ok,365,480,"(365, 480)",
esm2_t12_35M_UR50D,P06899,ok,126,480,"(126, 480)",
esm2_t12_35M_UR50D,P06935,ok,3430,480,"(3430, 480)",
esm2_t12_35M_UR50D,P07196,ok,543,480,"(543, 480)",
esm2_t12_35M_UR50D,P07197,ok,916,480,"(916, 480)",
esm2_t12_35M_UR50D,P07199,ok,599,480,"(599, 480)",
esm2_t12_35M_UR50D,P07203,ok,203,480,"(203, 480)",
esm2_t12_35M_UR50D,P07332,ok,822,480,"(822, 480)",
esm2_t12_35M_UR50D,P07333,ok,972,480,"(972, 480)",
esm2_t12_35M_UR50D,P07355,ok,339,480,"(339, 480)",
esm2_t12_35M_UR50D,P07437,ok,444,480,"(444, 480)",
esm2_t12_35M_UR50D,P07550,ok,413,480,"(413, 480)",
esm2_t12_35M_UR50D,P07900,ok,732,480,"(732, 480)",
esm2_t12_35M_UR50D,P07947,ok,543,480,"(543, 480)",
esm2_t12_35M_UR50D,P07948,ok,512,480,"(512, 480)",
esm2_t12_35M_UR50D,P07992,ok,297,480,"(297, 480)",
esm2_t12_35M_UR50D,P08034,ok,283,480,"(283, 480)",
esm2_t12_35M_UR50D,P08047,ok,785,480,"(785, 480)",
esm2_t12_35M_UR50D,P08069,ok,1367,480,"(1367, 480)",
esm2_t12_35M_UR50D,P08100,ok,348,480,"(348, 480)",
esm2_t12_35M_UR50D,P08133,ok,673,480,"(673, 480)",
esm2_t12_35M_UR50D,P08134,ok,193,480,"(193, 480)",
esm2_t12_35M_UR50D,P08138,ok,427,480,"(427, 480)",
esm2_t12_35M_UR50D,P08151,ok,1106,480,"(1106, 480)",
esm2_t12_35M_UR50D,P08183,ok,1280,480,"(1280, 480)",
esm2_t12_35M_UR50D,P08195,ok,630,480,"(630, 480)",
esm2_t12_35M_UR50D,P08247,ok,313,480,"(313, 480)",
esm2_t12_35M_UR50D,P08253,ok,660,480,"(660, 480)",
esm2_t12_35M_UR50D,P08393,ok,775,480,"(775, 480)",
esm2_t12_35M_UR50D,P08514,ok,1039,480,"(1039, 480)",
esm2_t12_35M_UR50D,P08581,ok,1390,480,"(1390, 480)",
esm2_t12_35M_UR50D,P08648,ok,1049,480,"(1049, 480)",
esm2_t12_35M_UR50D,P08670,ok,466,480,"(466, 480)",
esm2_t12_35M_UR50D,P08678,ok,2026,480,"(2026, 480)",
esm2_t12_35M_UR50D,P08684,ok,503,480,"(503, 480)",
esm2_t12_35M_UR50D,P08754,ok,354,480,"(354, 480)",
esm2_t12_35M_UR50D,P09211,ok,210,480,"(210, 480)",
