model,accession,status,length,per_sequence_dim,per_residue_shape,error
esm2_t36_3B_UR50D,O00487,ok,310,2560,"(310, 2560)",
esm2_t36_3B_UR50D,O00507,ok,2555,2560,"(2555, 2560)",
esm2_t36_3B_UR50D,O00512,ok,1426,2560,"(1426, 2560)",
esm2_t36_3B_UR50D,O00548,ok,723,2560,"(723, 2560)",
esm2_t36_3B_UR50D,O00571,ok,662,2560,"(662, 2560)",
esm2_t36_3B_UR50D,O00584,ok,256,2560,"(256, 2560)",
esm2_t36_3B_UR50D,O00623,ok,359,2560,"(359, 2560)",
esm2_t36_3B_UR50D,O00628,ok,323,2560,"(323, 2560)",
esm2_t36_3B_UR50D,O00635,ok,465,2560,"(465, 2560)",
esm2_t36_3B_UR50D,O00716,ok,465,2560,"(465, 2560)",
esm2_t36_3B_UR50D,O00750,ok,1634,2560,"(1634, 2560)",
esm2_t36_3B_UR50D,O00763,ok,2458,2560,"(2458, 2560)",
esm2_t36_3B_UR50D,O14497,ok,2285,2560,"(2285, 2560)",
esm2_t36_3B_UR50D,O14503,ok,412,2560,"(412, 2560)",
esm2_t36_3B_UR50D,O14508,ok,198,2560,"(198, 2560)",
esm2_t36_3B_UR50D,O14512,ok,581,2560,"(581, 2560)",
esm2_t36_3B_UR50D,O14543,ok,225,2560,"(225, 2560)",
esm2_t36_3B_UR50D,O14544,ok,535,2560,"(535, 2560)",
esm2_t36_3B_UR50D,O14576,ok,645,2560,"(645, 2560)",
esm2_t36_3B_UR50D,O14579,ok,308,2560,"(308, 2560)",
esm2_t36_3B_UR50D,O14618,ok,274,2560,"(274, 2560)",
esm2_t36_3B_UR50D,O14640,ok,695,2560,"(695, 2560)",
esm2_t36_3B_UR50D,O14641,ok,736,2560,"(736, 2560)",
esm2_t36_3B_UR50D,O14681,ok,340,2560,"(340, 2560)",
esm2_t36_3B_UR50D,O14684,ok,152,2560,"(152, 2560)",
esm2_t36_3B_UR50D,O14730,ok,519,2560,"(519, 2560)",
esm2_t36_3B_UR50D,O14737,ok,125,2560,"(125, 2560)",
esm2_t36_3B_UR50D,O14746,ok,1132,2560,"(1132, 2560)",
esm2_t36_3B_UR50D,O14757,ok,476,2560,"(476, 2560)",
esm2_t36_3B_UR50D,O14763,ok,440,2560,"(440, 2560)",
esm2_t36_3B_UR50D,O14773,ok,563,2560,"(563, 2560)",
esm2_t36_3B_UR50D,O14777,ok,642,2560,"(642, 2560)",
esm2_t36_3B_UR50D,O14818,ok,248,2560,"(248, 2560)",
esm2_t36_3B_UR50D,O14867,ok,736,2560,"(736, 2560)",
esm2_t36_3B_UR50D,O14920,ok,756,2560,"(756, 2560)",
esm2_t36_3B_UR50D,O14964,ok,777,2560,"(777, 2560)",
esm2_t36_3B_UR50D,O14965,ok,403,2560,"(403, 2560)",
esm2_t36_3B_UR50D,O14974,ok,1030,2560,"(1030, 2560)",
esm2_t36_3B_UR50D,O14980,ok,1071,2560,"(1071, 2560)",
esm2_t36_3B_UR50D,O15055,ok,1255,2560,"(1255, 2560)",
esm2_t36_3B_UR50D,O15078,ok,2479,2560,"(2479, 2560)",
esm2_t36_3B_UR50D,O15079,ok,494,2560,"(494, 2560)",
esm2_t36_3B_UR50D,O15085,ok,1522,2560,"(1522, 2560)",
esm2_t36_3B_UR50D,O15105,ok,426,2560,"(426, 2560)",
esm2_t36_3B_UR50D,O15111,ok,745,2560,"(745, 2560)",
esm2_t36_3B_UR50D,O15145,ok,178,2560,"(178, 2560)",
esm2_t36_3B_UR50D,O15146,ok,869,2560,"(869, 2560)",
esm2_t36_3B_UR50D,O15151,ok,490,2560,"(490, 2560)",
esm2_t36_3B_UR50D,O15164,ok,1050,2560,"(1050, 2560)",
esm2_t36_3B_UR50D,O15169,ok,862,2560,"(862, 2560)",
esm2_t36_3B_UR50D,O15234,ok,703,2560,"(703, 2560)",
esm2_t36_3B_UR50D,O15273,ok,167,2560,"(167, 2560)",
esm2_t36_3B_UR50D,O15287,ok,622,2560,"(622, 2560)",
esm2_t36_3B_UR50D,O15294,ok,1046,2560,"(1046, 2560)",
esm2_t36_3B_UR50D,O15304,ok,175,2560,"(175, 2560)",
esm2_t36_3B_UR50D,O15315,ok,384,2560,"(384, 2560)",
esm2_t36_3B_UR50D,O15344,ok,667,2560,"(667, 2560)",
esm2_t36_3B_UR50D,O15350,ok,636,2560,"(636, 2560)",
esm2_t36_3B_UR50D,O15354,ok,613,2560,"(613, 2560)",
esm2_t36_3B_UR50D,O15357,ok,1258,2560,"(1258, 2560)",
esm2_t36_3B_UR50D,O15372,ok,352,2560,"(352, 2560)",
esm2_t36_3B_UR50D,O15379,ok,428,2560,"(428, 2560)",
esm2_t36_3B_UR50D,O15392,ok,142,2560,"(142, 2560)",
esm2_t36_3B_UR50D,O15399,ok,1336,2560,"(1336, 2560)",
esm2_t36_3B_UR50D,O15431,ok,190,2560,"(190, 2560)",
esm2_t36_3B_UR50D,O15503,ok,277,2560,"(277, 2560)",
esm2_t36_3B_UR50D,O15511,ok,151,2560,"(151, 2560)",
esm2_t36_3B_UR50D,O15519,ok,480,2560,"(480, 2560)",
esm2_t36_3B_UR50D,O15524,ok,211,2560,"(211, 2560)",
esm2_t36_3B_UR50D,O15527,ok,345,2560,"(345, 2560)",
esm2_t36_3B_UR50D,O15530,ok,556,2560,"(556, 2560)",
esm2_t36_3B_UR50D,O15534,ok,1290,2560,"(1290, 2560)",
esm2_t36_3B_UR50D,O15553,ok,781,2560,"(781, 2560)",
esm2_t36_3B_UR50D,O15554,ok,427,2560,"(427, 2560)",
esm2_t36_3B_UR50D,O43156,ok,1089,2560,"(1089, 2560)",
esm2_t36_3B_UR50D,O43164,ok,708,2560,"(708, 2560)",
esm2_t36_3B_UR50D,O43166,ok,1804,2560,"(1804, 2560)",
esm2_t36_3B_UR50D,O43175,ok,533,2560,"(533, 2560)",
esm2_t36_3B_UR50D,O43236,ok,478,2560,"(478, 2560)",
esm2_t36_3B_UR50D,O43237,ok,492,2560,"(492, 2560)",
esm2_t36_3B_UR50D,O43255,ok,324,2560,"(324, 2560)",
esm2_t36_3B_UR50D,O43294,ok,461,2560,"(461, 2560)",
esm2_t36_3B_UR50D,O43303,ok,1012,2560,"(1012, 2560)",
esm2_t36_3B_UR50D,O43313,ok,823,2560,"(823, 2560)",
esm2_t36_3B_UR50D,O43318,ok,606,2560,"(606, 2560)",
esm2_t36_3B_UR50D,O43353,ok,540,2560,"(540, 2560)",
esm2_t36_3B_UR50D,O43395,ok,683,2560,"(683, 2560)",
esm2_t36_3B_UR50D,O43463,ok,412,2560,"(412, 2560)",
esm2_t36_3B_UR50D,O43474,ok,513,2560,"(513, 2560)",
esm2_t36_3B_UR50D,O43490,ok,865,2560,"(865, 2560)",
esm2_t36_3B_UR50D,O43511,ok,780,2560,"(780, 2560)",
esm2_t36_3B_UR50D,O43521,ok,198,2560,"(198, 2560)",
esm2_t36_3B_UR50D,O43524,ok,673,2560,"(673, 2560)",
esm2_t36_3B_UR50D,O43541,ok,496,2560,"(496, 2560)",
esm2_t36_3B_UR50D,O43561,ok,262,2560,"(262, 2560)",
esm2_t36_3B_UR50D,O43567,ok,381,2560,"(381, 2560)",
esm2_t36_3B_UR50D,O43597,ok,315,2560,"(315, 2560)",
esm2_t36_3B_UR50D,O43602,ok,365,2560,"(365, 2560)",
esm2_t36_3B_UR50D,O43623,ok,268,2560,"(268, 2560)",
esm2_t36_3B_UR50D,O43663,ok,620,2560,"(620, 2560)",
esm2_t36_3B_UR50D,O43679,ok,373,2560,"(373, 2560)",
esm2_t36_3B_UR50D,O43683,ok,1085,2560,"(1085, 2560)",
esm2_t36_3B_UR50D,O43684,ok,328,2560,"(328, 2560)",
esm2_t36_3B_UR50D,O43734,ok,574,2560,"(574, 2560)",
esm2_t36_3B_UR50D,O43791,ok,374,2560,"(374, 2560)",
esm2_t36_3B_UR50D,O60239,ok,455,2560,"(455, 2560)",
esm2_t36_3B_UR50D,O60240,ok,522,2560,"(522, 2560)",
esm2_t36_3B_UR50D,O60260,ok,465,2560,"(465, 2560)",
esm2_t36_3B_UR50D,O60285,ok,661,2560,"(661, 2560)",
esm2_t36_3B_UR50D,O60291,ok,552,2560,"(552, 2560)",
esm2_t36_3B_UR50D,O60294,ok,686,2560,"(686, 2560)",
esm2_t36_3B_UR50D,O60313,ok,960,2560,"(960, 2560)",
esm2_t36_3B_UR50D,O60315,ok,1214,2560,"(1214, 2560)",
esm2_t36_3B_UR50D,O60331,ok,668,2560,"(668, 2560)",
esm2_t36_3B_UR50D,O60337,ok,910,2560,"(910, 2560)",
esm2_t36_3B_UR50D,O60341,ok,852,2560,"(852, 2560)",
esm2_t36_3B_UR50D,O60343,ok,1298,2560,"(1298, 2560)",
esm2_t36_3B_UR50D,O60346,ok,1717,2560,"(1717, 2560)",
esm2_t36_3B_UR50D,O60381,ok,514,2560,"(514, 2560)",
esm2_t36_3B_UR50D,O60486,ok,1568,2560,"(1568, 2560)",
esm2_t36_3B_UR50D,O60493,ok,162,2560,"(162, 2560)",
esm2_t36_3B_UR50D,O60566,ok,1050,2560,"(1050, 2560)",
esm2_t36_3B_UR50D,O60573,ok,245,2560,"(245, 2560)",
esm2_t36_3B_UR50D,O60674,ok,1132,2560,"(1132, 2560)",
esm2_t36_3B_UR50D,O60683,ok,326,2560,"(326, 2560)",
esm2_t36_3B_UR50D,O60762,ok,260,2560,"(260, 2560)",
esm2_t36_3B_UR50D,O60784,ok,492,2560,"(492, 2560)",
esm2_t36_3B_UR50D,O60828,ok,265,2560,"(265, 2560)",
esm2_t36_3B_UR50D,O60858,ok,407,2560,"(407, 2560)",
esm2_t36_3B_UR50D,O60883,ok,481,2560,"(481, 2560)",
esm2_t36_3B_UR50D,O60885,ok,1362,2560,"(1362, 2560)",
esm2_t36_3B_UR50D,O60907,ok,577,2560,"(577, 2560)",
esm2_t36_3B_UR50D,O60934,ok,754,2560,"(754, 2560)",
esm2_t36_3B_UR50D,O60936,ok,208,2560,"(208, 2560)",
esm2_t36_3B_UR50D,O75030,ok,526,2560,"(526, 2560)",
esm2_t36_3B_UR50D,O75113,ok,896,2560,"(896, 2560)",
esm2_t36_3B_UR50D,O75140,ok,1603,2560,"(1603, 2560)",
esm2_t36_3B_UR50D,O75143,ok,517,2560,"(517, 2560)",
esm2_t36_3B_UR50D,O75150,ok,1001,2560,"(1001, 2560)",
esm2_t36_3B_UR50D,O75155,ok,1236,2560,"(1236, 2560)",
esm2_t36_3B_UR50D,O75159,ok,536,2560,"(536, 2560)",
esm2_t36_3B_UR50D,O75164,ok,1064,2560,"(1064, 2560)",
esm2_t36_3B_UR50D,O75182,ok,1162,2560,"(1162, 2560)",
esm2_t36_3B_UR50D,O75317,ok,370,2560,"(370, 2560)",
esm2_t36_3B_UR50D,O75365,ok,173,2560,"(173, 2560)",
esm2_t36_3B_UR50D,O75367,ok,369,2560,"(369, 2560)",
esm2_t36_3B_UR50D,O75369,ok,2602,2560,"(2602, 2560)",
esm2_t36_3B_UR50D,O75376,ok,2440,2560,"(2440, 2560)",
esm2_t36_3B_UR50D,O75382,ok,744,2560,"(744, 2560)",
esm2_t36_3B_UR50D,O75385,ok,1050,2560,"(1050, 2560)",
esm2_t36_3B_UR50D,O75417,ok,2590,2560,"(2590, 2560)",
esm2_t36_3B_UR50D,O75444,ok,373,2560,"(373, 2560)",
esm2_t36_3B_UR50D,O75449,ok,491,2560,"(491, 2560)",
esm2_t36_3B_UR50D,O75460,ok,977,2560,"(977, 2560)",
esm2_t36_3B_UR50D,O75461,ok,281,2560,"(281, 2560)",
esm2_t36_3B_UR50D,O75469,ok,434,2560,"(434, 2560)",
esm2_t36_3B_UR50D,O75473,ok,907,2560,"(907, 2560)",
esm2_t36_3B_UR50D,O75496,ok,209,2560,"(209, 2560)",
esm2_t36_3B_UR50D,O75525,ok,346,2560,"(346, 2560)",
esm2_t36_3B_UR50D,O75553,ok,588,2560,"(588, 2560)",
esm2_t36_3B_UR50D,O75581,ok,1613,2560,"(1613, 2560)",
esm2_t36_3B_UR50D,O75592,ok,4678,2560,"(4678, 2560)",
esm2_t36_3B_UR50D,O75604,ok,605,2560,"(605, 2560)",
esm2_t36_3B_UR50D,O75626,ok,825,2560,"(825, 2560)",
esm2_t36_3B_UR50D,O75717,ok,1129,2560,"(1129, 2560)",
esm2_t36_3B_UR50D,O75843,ok,785,2560,"(785, 2560)",
esm2_t36_3B_UR50D,O75882,ok,1429,2560,"(1429, 2560)",
esm2_t36_3B_UR50D,O75909,ok,580,2560,"(580, 2560)",
esm2_t36_3B_UR50D,O75915,ok,188,2560,"(188, 2560)",
esm2_t36_3B_UR50D,O75925,ok,651,2560,"(651, 2560)",
esm2_t36_3B_UR50D,O75928,ok,621,2560,"(621, 2560)",
esm2_t36_3B_UR50D,O75943,ok,681,2560,"(681, 2560)",
esm2_t36_3B_UR50D,O76013,ok,467,2560,"(467, 2560)",
esm2_t36_3B_UR50D,O76021,ok,490,2560,"(490, 2560)",
esm2_t36_3B_UR50D,O76050,ok,574,2560,"(574, 2560)",
esm2_t36_3B_UR50D,O76064,ok,485,2560,"(485, 2560)",
esm2_t36_3B_UR50D,O76074,ok,875,2560,"(875, 2560)",
esm2_t36_3B_UR50D,O76080,ok,213,2560,"(213, 2560)",
esm2_t36_3B_UR50D,O76083,ok,593,2560,"(593, 2560)",
esm2_t36_3B_UR50D,O76090,ok,585,2560,"(585, 2560)",
esm2_t36_3B_UR50D,O92608,ok,691,2560,"(691, 2560)",
esm2_t36_3B_UR50D,O94761,ok,1208,2560,"(1208, 2560)",
esm2_t36_3B_UR50D,O94782,ok,785,2560,"(785, 2560)",
esm2_t36_3B_UR50D,O94826,ok,608,2560,"(608, 2560)",
esm2_t36_3B_UR50D,O94844,ok,696,2560,"(696, 2560)",
esm2_t36_3B_UR50D,O94875,ok,1100,2560,"(1100, 2560)",
esm2_t36_3B_UR50D,O94889,ok,574,2560,"(574, 2560)",
esm2_t36_3B_UR50D,O94916,ok,1531,2560,"(1531, 2560)",
esm2_t36_3B_UR50D,O94952,ok,628,2560,"(628, 2560)",
esm2_t36_3B_UR50D,O94953,ok,1096,2560,"(1096, 2560)",
esm2_t36_3B_UR50D,O94955,ok,611,2560,"(611, 2560)",
esm2_t36_3B_UR50D,O94966,ok,1318,2560,"(1318, 2560)",
esm2_t36_3B_UR50D,O94972,ok,964,2560,"(964, 2560)",
esm2_t36_3B_UR50D,O94979,ok,1220,2560,"(1220, 2560)",
esm2_t36_3B_UR50D,O94992,ok,359,2560,"(359, 2560)",
esm2_t36_3B_UR50D,O95071,ok,2799,2560,"(2799, 2560)",
esm2_t36_3B_UR50D,O95140,ok,757,2560,"(757, 2560)",
esm2_t36_3B_UR50D,O95147,ok,198,2560,"(198, 2560)",
esm2_t36_3B_UR50D,O95149,ok,360,2560,"(360, 2560)",
esm2_t36_3B_UR50D,O95155,ok,1302,2560,"(1302, 2560)",
esm2_t36_3B_UR50D,O95166,ok,117,2560,"(117, 2560)",
esm2_t36_3B_UR50D,O95180,ok,2353,2560,"(2353, 2560)",
esm2_t36_3B_UR50D,O95198,ok,593,2560,"(593, 2560)",
esm2_t36_3B_UR50D,O95259,ok,989,2560,"(989, 2560)",
esm2_t36_3B_UR50D,O95271,ok,1327,2560,"(1327, 2560)",
esm2_t36_3B_UR50D,O95278,ok,331,2560,"(331, 2560)",
esm2_t36_3B_UR50D,O95295,ok,136,2560,"(136, 2560)",
esm2_t36_3B_UR50D,O95376,ok,493,2560,"(493, 2560)",
esm2_t36_3B_UR50D,O95388,ok,367,2560,"(367, 2560)",
esm2_t36_3B_UR50D,O95409,ok,532,2560,"(532, 2560)",
esm2_t36_3B_UR50D,O95502,ok,500,2560,"(500, 2560)",
esm2_t36_3B_UR50D,O95602,ok,1720,2560,"(1720, 2560)",
esm2_t36_3B_UR50D,O95628,ok,575,2560,"(575, 2560)",
esm2_t36_3B_UR50D,O95630,ok,424,2560,"(424, 2560)",
esm2_t36_3B_UR50D,O95644,ok,943,2560,"(943, 2560)",
esm2_t36_3B_UR50D,O95714,ok,4834,2560,"(4834, 2560)",
esm2_t36_3B_UR50D,O95760,ok,270,2560,"(270, 2560)",
esm2_t36_3B_UR50D,O95786,ok,925,2560,"(925, 2560)",
esm2_t36_3B_UR50D,O95817,ok,575,2560,"(575, 2560)",
esm2_t36_3B_UR50D,O95831,ok,613,2560,"(613, 2560)",
esm2_t36_3B_UR50D,O95835,ok,1130,2560,"(1130, 2560)",
esm2_t36_3B_UR50D,O95859,ok,305,2560,"(305, 2560)",
esm2_t36_3B_UR50D,O95863,ok,264,2560,"(264, 2560)",
esm2_t36_3B_UR50D,O95947,ok,436,2560,"(436, 2560)",
esm2_t36_3B_UR50D,O95994,ok,175,2560,"(175, 2560)",
esm2_t36_3B_UR50D,O95997,ok,202,2560,"(202, 2560)",
esm2_t36_3B_UR50D,O95999,ok,233,2560,"(233, 2560)",
esm2_t36_3B_UR50D,O96004,ok,215,2560,"(215, 2560)",
esm2_t36_3B_UR50D,O96017,ok,543,2560,"(543, 2560)",
esm2_t36_3B_UR50D,O96020,ok,404,2560,"(404, 2560)",
esm2_t36_3B_UR50D,P00338,ok,332,2560,"(332, 2560)",
esm2_t36_3B_UR50D,P00367,ok,558,2560,"(558, 2560)",
esm2_t36_3B_UR50D,P00374,ok,187,2560,"(187, 2560)",
esm2_t36_3B_UR50D,P00441,ok,154,2560,"(154, 2560)",
esm2_t36_3B_UR50D,P00519,ok,1130,2560,"(1130, 2560)",
esm2_t36_3B_UR50D,P00533,ok,1210,2560,"(1210, 2560)",
esm2_t36_3B_UR50D,P00558,ok,417,2560,"(417, 2560)",
esm2_t36_3B_UR50D,P00748,ok,615,2560,"(615, 2560)",
esm2_t36_3B_UR50D,P00966,ok,412,2560,"(412, 2560)",
esm2_t36_3B_UR50D,P01009,ok,418,2560,"(418, 2560)",
esm2_t36_3B_UR50D,P01023,ok,1474,2560,"(1474, 2560)",
esm2_t36_3B_UR50D,P01100,ok,380,2560,"(380, 2560)",
esm2_t36_3B_UR50D,P01106,ok,454,2560,"(454, 2560)",
esm2_t36_3B_UR50D,P01111,ok,189,2560,"(189, 2560)",
esm2_t36_3B_UR50D,P01112,ok,189,2560,"(189, 2560)",
esm2_t36_3B_UR50D,P01116,ok,189,2560,"(189, 2560)",
esm2_t36_3B_UR50D,P01130,ok,860,2560,"(860, 2560)",
esm2_t36_3B_UR50D,P01135,ok,160,2560,"(160, 2560)",
esm2_t36_3B_UR50D,P01584,ok,269,2560,"(269, 2560)",
esm2_t36_3B_UR50D,P01730,ok,458,2560,"(458, 2560)",
esm2_t36_3B_UR50D,P01732,ok,235,2560,"(235, 2560)",
esm2_t36_3B_UR50D,P01848,ok,140,2560,"(140, 2560)",
esm2_t36_3B_UR50D,P01857,ok,399,2560,"(399, 2560)",
esm2_t36_3B_UR50D,P01880,ok,430,2560,"(430, 2560)",
esm2_t36_3B_UR50D,P01889,ok,362,2560,"(362, 2560)",
esm2_t36_3B_UR50D,P01903,ok,254,2560,"(254, 2560)",
esm2_t36_3B_UR50D,P01909,ok,254,2560,"(254, 2560)",
esm2_t36_3B_UR50D,P01911,ok,266,2560,"(266, 2560)",
esm2_t36_3B_UR50D,P01912,ok,266,2560,"(266, 2560)",
esm2_t36_3B_UR50D,P01920,ok,261,2560,"(261, 2560)",
esm2_t36_3B_UR50D,P02647,ok,267,2560,"(267, 2560)",
esm2_t36_3B_UR50D,P02751,ok,2477,2560,"(2477, 2560)",
esm2_t36_3B_UR50D,P02765,ok,367,2560,"(367, 2560)",
esm2_t36_3B_UR50D,P02786,ok,760,2560,"(760, 2560)",
esm2_t36_3B_UR50D,P03126,ok,158,2560,"(158, 2560)",
esm2_t36_3B_UR50D,P03129,ok,98,2560,"(98, 2560)",
esm2_t36_3B_UR50D,P03345,ok,429,2560,"(429, 2560)",
esm2_t36_3B_UR50D,P03372,ok,595,2560,"(595, 2560)",
esm2_t36_3B_UR50D,P03427,ok,759,2560,"(759, 2560)",
esm2_t36_3B_UR50D,P03956,ok,469,2560,"(469, 2560)",
esm2_t36_3B_UR50D,P04035,ok,888,2560,"(888, 2560)",
esm2_t36_3B_UR50D,P04049,ok,648,2560,"(648, 2560)",
esm2_t36_3B_UR50D,P04083,ok,346,2560,"(346, 2560)",
esm2_t36_3B_UR50D,P04085,ok,211,2560,"(211, 2560)",
esm2_t36_3B_UR50D,P04114,ok,4563,2560,"(4563, 2560)",
esm2_t36_3B_UR50D,P04150,ok,777,2560,"(777, 2560)",
esm2_t36_3B_UR50D,P04179,ok,222,2560,"(222, 2560)",
esm2_t36_3B_UR50D,P04183,ok,234,2560,"(234, 2560)",
esm2_t36_3B_UR50D,P04198,ok,464,2560,"(464, 2560)",
esm2_t36_3B_UR50D,P04229,ok,266,2560,"(266, 2560)",
esm2_t36_3B_UR50D,P04233,ok,296,2560,"(296, 2560)",
esm2_t36_3B_UR50D,P04234,ok,171,2560,"(171, 2560)",
esm2_t36_3B_UR50D,P04271,ok,92,2560,"(92, 2560)",
esm2_t36_3B_UR50D,P04439,ok,365,2560,"(365, 2560)",
esm2_t36_3B_UR50D,P04554,ok,102,2560,"(102, 2560)",
esm2_t36_3B_UR50D,P04626,ok,1255,2560,"(1255, 2560)",
esm2_t36_3B_UR50D,P04629,ok,796,2560,"(796, 2560)",
esm2_t36_3B_UR50D,P04637,ok,393,2560,"(393, 2560)",
esm2_t36_3B_UR50D,P04839,ok,570,2560,"(570, 2560)",
esm2_t36_3B_UR50D,P04843,ok,607,2560,"(607, 2560)",
esm2_t36_3B_UR50D,P04908,ok,130,2560,"(130, 2560)",
esm2_t36_3B_UR50D,P05026,ok,303,2560,"(303, 2560)",
esm2_t36_3B_UR50D,P05067,ok,770,2560,"(770, 2560)",
esm2_t36_3B_UR50D,P05129,ok,697,2560,"(697, 2560)",
esm2_t36_3B_UR50D,P05161,ok,165,2560,"(165, 2560)",
esm2_t36_3B_UR50D,P05231,ok,212,2560,"(212, 2560)",
esm2_t36_3B_UR50D,P05362,ok,532,2560,"(532, 2560)",
esm2_t36_3B_UR50D,P05412,ok,331,2560,"(331, 2560)",
esm2_t36_3B_UR50D,P05556,ok,798,2560,"(798, 2560)",
esm2_t36_3B_UR50D,P05771,ok,671,2560,"(671, 2560)",
esm2_t36_3B_UR50D,P05777,ok,252,2560,"(252, 2560)",
esm2_t36_3B_UR50D,P05976,ok,194,2560,"(194, 2560)",
esm2_t36_3B_UR50D,P06127,ok,495,2560,"(495, 2560)",
esm2_t36_3B_UR50D,P06213,ok,1382,2560,"(1382, 2560)",
esm2_t36_3B_UR50D,P06239,ok,509,2560,"(509, 2560)",
esm2_t36_3B_UR50D,P06241,ok,537,2560,"(537, 2560)",
esm2_t36_3B_UR50D,P06400,ok,928,2560,"(928, 2560)",
esm2_t36_3B_UR50D,P06401,ok,933,2560,"(933, 2560)",
esm2_t36_3B_UR50D,P06463,ok,158,2560,"(158, 2560)",
esm2_t36_3B_UR50D,P06493,ok,297,2560,"(297, 2560)",
esm2_t36_3B_UR50D,P06576,ok,529,2560,"(529, 2560)",
esm2_t36_3B_UR50D,P06732,ok,381,2560,"(381, 2560)",
esm2_t36_3B_UR50D,P06733,ok,434,2560,"(434, 2560)",
esm2_t36_3B_UR50D,P06746,ok,335,2560,"(335, 2560)",
esm2_t36_3B_UR50D,P06748,ok,294,2560,"(294, 2560)",
esm2_t36_3B_UR50D,P06790,ok,365,2560,"(365, 2560)",
esm2_t36_3B_UR50D,P06899,ok,126,2560,"(126, 2560)",
esm2_t36_3B_UR50D,P06935,ok,3430,2560,"(3430, 2560)",
esm2_t36_3B_UR50D,P07196,ok,543,2560,"(543, 2560)",
esm2_t36_3B_UR50D,P07197,ok,916,2560,"(916, 2560)",
esm2_t36_3B_UR50D,P07199,ok,599,2560,"(599, 2560)",
esm2_t36_3B_UR50D,P07203,ok,203,2560,"(203, 2560)",
esm2_t36_3B_UR50D,P07332,ok,822,2560,"(822, 2560)",
esm2_t36_3B_UR50D,P07333,ok,972,2560,"(972, 2560)",
esm2_t36_3B_UR50D,P07355,ok,339,2560,"(339, 2560)",
esm2_t36_3B_UR50D,P07437,ok,444,2560,"(444, 2560)",
esm2_t36_3B_UR50D,P07550,ok,413,2560,"(413, 2560)",
esm2_t36_3B_UR50D,P07900,ok,732,2560,"(732, 2560)",
esm2_t36_3B_UR50D,P07947,ok,543,2560,"(543, 2560)",
esm2_t36_3B_UR50D,P07948,ok,512,2560,"(512, 2560)",
esm2_t36_3B_UR50D,P07992,ok,297,2560,"(297, 2560)",
