pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,enzyme_type,label,source,pmid,enz_gene_norm,sub_gene_norm,gene_pair_key,ppi_physical_flag,enz_compartments,sub_compartments,shared_compartments,has_enz_loc,has_sub_loc,coloc_flag
DUB|O75604|Q5XPI4,DUB|O75604,DUB,O75604,Q5XPI4,USP2,RNF123,USP,0,neg2x_initial_degree_matched,,USP2,RNF123,RNF123|USP2,False,cytoplasm;membrane;nucleus;plasma_membrane,cytoplasm,cytoplasm,True,True,True
DUB|O75604|Q6FHJ7,DUB|O75604,DUB,O75604,Q6FHJ7,USP2,SFRP4,USP,0,neg2x_initial_degree_matched,,USP2,SFRP4,SFRP4|USP2,False,cytoplasm;membrane;nucleus;plasma_membrane,cytoplasm;extracellular,cytoplasm,True,True,True
DUB|O75604|P18084,DUB|O75604,DUB,O75604,P18084,USP2,ITGB5,USP,0,neg2x_initial_degree_matched,,USP2,ITGB5,ITGB5|USP2,False,cytoplasm;membrane;nucleus;plasma_membrane,membrane;plasma_membrane,membrane;plasma_membrane,True,True,True
DUB|O75604|P53396,DUB|O75604,DUB,O75604,P53396,USP2,ACLY,USP,0,neg2x_initial_degree_matched,,USP2,ACLY,ACLY|USP2,False,cytoplasm;membrane;nucleus;plasma_membrane,cytoplasm,cytoplasm,True,True,True
DUB|O75604|O95786,DUB|O75604,DUB,O75604,O95786,USP2,DDX58,USP,0,neg2x_initial_degree_matched,,USP2,DDX58,DDX58|USP2,False,cytoplasm;membrane;nucleus;plasma_membrane,cell_junction;cytoplasm;cytoskeleton;membrane,cytoplasm;membrane,True,True,True
DUB|O75604|O95835,DUB|O75604,DUB,O75604,O95835,USP2,LATS1,USP,0,neg2x_initial_degree_matched,,USP2,LATS1,LATS1|USP2,False,cytoplasm;membrane;nucleus;plasma_membrane,cytoplasm;cytoskeleton,cytoplasm,True,True,True
DUB|O75604|O43395,DUB|O75604,DUB,O75604,O43395,USP2,PRPF3,USP,0,neg2x_initial_degree_matched,,USP2,PRPF3,PRPF3|USP2,False,cytoplasm;membrane;nucleus;plasma_membrane,nucleus,nucleus,True,True,True
DUB|O75604|P15056,DUB|O75604,DUB,O75604,P15056,USP2,BRAF,USP,0,neg2x_initial_degree_matched,,USP2,BRAF,BRAF|USP2,False,cytoplasm;membrane;nucleus;plasma_membrane,cytoplasm;membrane;nucleus;plasma_membrane,cytoplasm;membrane;nucleus;plasma_membrane,True,True,True
DUB|O94782|Q04206,DUB|O94782,DUB,O94782,Q04206,USP1,RELA,USP,0,neg2x_initial_degree_matched,,USP1,RELA,RELA|USP1,False,nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|O94782|Q9NRC8,DUB|O94782,DUB,O94782,Q9NRC8,USP1,SIRT7,USP,0,neg2x_initial_degree_matched,,USP1,SIRT7,SIRT7|USP1,False,nucleus,cytoplasm;membrane;nucleus,nucleus,True,True,True
DUB|O94782|O95999,DUB|O94782,DUB,O94782,O95999,USP1,BCL10,USP,0,neg2x_initial_degree_matched,,USP1,BCL10,BCL10|USP1,False,nucleus,cytoplasm;membrane;nucleus,nucleus,True,True,True
DUB|O94782|Q9HCX3,DUB|O94782,DUB,O94782,Q9HCX3,USP1,ZNF304,USP,0,neg2x_initial_degree_matched,,USP1,ZNF304,USP1|ZNF304,False,nucleus,nucleus,nucleus,True,True,True
DUB|O94782|P84022,DUB|O94782,DUB,O94782,P84022,USP1,SMAD3,USP,0,neg2x_initial_degree_matched,,USP1,SMAD3,SMAD3|USP1,False,nucleus,cytoplasm;membrane;nucleus,nucleus,True,True,True
DUB|O94782|P55072,DUB|O94782,DUB,O94782,P55072,USP1,VCP,USP,0,neg2x_initial_degree_matched,,USP1,VCP,USP1|VCP,False,nucleus,cytoplasm;endoplasmic_reticulum;nucleus,nucleus,True,True,True
DUB|O94782|P04626,DUB|O94782,DUB,O94782,P04626,USP1,ERBB2,USP,0,neg2x_initial_degree_matched,,USP1,ERBB2,ERBB2|USP1,False,nucleus,cytoplasm;endosome;membrane;nucleus;plasma_membrane,nucleus,True,True,True
DUB|O94782|P62937,DUB|O94782,DUB,O94782,P62937,USP1,PPIA,USP,0,neg2x_initial_degree_matched,,USP1,PPIA,PPIA|USP1,False,nucleus,cytoplasm;cytoskeleton;extracellular;nucleus,nucleus,True,True,True
DUB|O94782|Q12888,DUB|O94782,DUB,O94782,Q12888,USP1,TP53BP1,USP,0,neg2x_initial_degree_matched,,USP1,TP53BP1,TP53BP1|USP1,False,nucleus,nucleus,nucleus,True,True,True
DUB|O94782|Q99814,DUB|O94782,DUB,O94782,Q99814,USP1,EPAS1,USP,0,neg2x_initial_degree_matched,,USP1,EPAS1,EPAS1|USP1,False,nucleus,nucleus,nucleus,True,True,True
DUB|O94782|Q05195,DUB|O94782,DUB,O94782,Q05195,USP1,MXD1,USP,0,neg2x_initial_degree_matched,,USP1,MXD1,MXD1|USP1,False,nucleus,nucleus,nucleus,True,True,True
DUB|O94782|P17661,DUB|O94782,DUB,O94782,P17661,USP1,DES,USP,0,neg2x_initial_degree_matched,,USP1,DES,DES|USP1,False,nucleus,cytoplasm;membrane;nucleus;plasma_membrane,nucleus,True,True,True
DUB|O94782|P25963,DUB|O94782,DUB,O94782,P25963,USP1,NFKBIA,USP,0,neg2x_initial_degree_matched,,USP1,NFKBIA,NFKBIA|USP1,False,nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|O94782|O75461,DUB|O94782,DUB,O94782,O75461,USP1,E2F6,USP,0,neg2x_initial_degree_matched,,USP1,E2F6,E2F6|USP1,False,nucleus,nucleus,nucleus,True,True,True
DUB|O94782|Q9NSA3,DUB|O94782,DUB,O94782,Q9NSA3,USP1,CTNNBIP1,USP,0,neg2x_initial_degree_matched,,USP1,CTNNBIP1,CTNNBIP1|USP1,False,nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|O94782|P20749,DUB|O94782,DUB,O94782,P20749,USP1,BCL3,USP,0,neg2x_initial_degree_matched,,USP1,BCL3,BCL3|USP1,False,nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|O94782|P38936,DUB|O94782,DUB,O94782,P38936,USP1,CDKN1A,USP,0,neg2x_initial_degree_matched,,USP1,CDKN1A,CDKN1A|USP1,False,nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|O94782|O43524,DUB|O94782,DUB,O94782,O43524,USP1,FOXO3,USP,0,neg2x_initial_degree_matched,,USP1,FOXO3,FOXO3|USP1,False,nucleus,cytoplasm;membrane;mitochondrion;nucleus,nucleus,True,True,True
DUB|O94782|P60484,DUB|O94782,DUB,O94782,P60484,USP1,PTEN,USP,0,neg2x_initial_degree_matched,,USP1,PTEN,PTEN|USP1,False,nucleus,cytoplasm;extracellular;nucleus,nucleus,True,True,True
DUB|O94782|Q13469,DUB|O94782,DUB,O94782,Q13469,USP1,NFATC2,USP,0,neg2x_initial_degree_matched,,USP1,NFATC2,NFATC2|USP1,False,nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|O94966|O75030,DUB|O94966,DUB,O94966,O75030,USP19,MITF,USP,0,neg2x_initial_degree_matched,,USP19,MITF,MITF|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;lysosome;membrane;nucleus,membrane,True,True,True
DUB|O94966|Q9NR09,DUB|O94966,DUB,O94966,Q9NR09,USP19,BIRC6,USP,0,neg2x_initial_degree_matched,,USP19,BIRC6,BIRC6|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;cytoskeleton;endosome;golgi;membrane,membrane,True,True,True
DUB|O94966|P22736,DUB|O94966,DUB,O94966,P22736,USP19,NR4A1,USP,0,neg2x_initial_degree_matched,,USP19,NR4A1,NR4A1|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;mitochondrion;nucleus,mitochondrion,True,True,True
DUB|O94966|Q15465,DUB|O94966,DUB,O94966,Q15465,USP19,SHH,USP,0,neg2x_initial_degree_matched,,USP19,SHH,SHH|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,endoplasmic_reticulum;extracellular;golgi;membrane;plasma_membrane,endoplasmic_reticulum;membrane,True,True,True
DUB|O94966|Q8IWA4,DUB|O94966,DUB,O94966,Q8IWA4,USP19,MFN1,USP,0,neg2x_initial_degree_matched,,USP19,MFN1,MFN1|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;membrane;mitochondrion,membrane;mitochondrion,True,True,True
DUB|O94966|P43403,DUB|O94966,DUB,O94966,P43403,USP19,ZAP70,USP,0,neg2x_initial_degree_matched,,USP19,ZAP70,USP19|ZAP70,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;cytoskeleton;membrane;plasma_membrane,membrane,True,True,True
DUB|O94966|Q6R327,DUB|O94966,DUB,O94966,Q6R327,USP19,RICTOR,USP,0,neg2x_initial_degree_matched,,USP19,RICTOR,RICTOR|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,endoplasmic_reticulum;lysosome;membrane;plasma_membrane,endoplasmic_reticulum;membrane,True,True,True
DUB|O94966|P36507,DUB|O94966,DUB,O94966,P36507,USP19,MAP2K2,USP,0,neg2x_initial_degree_matched,,USP19,MAP2K2,MAP2K2|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;membrane,membrane,True,True,True
DUB|O94966|Q92783,DUB|O94966,DUB,O94966,Q92783,USP19,STAM,USP,0,neg2x_initial_degree_matched,,USP19,STAM,STAM|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;endosome;membrane,membrane,True,True,True
DUB|O94966|Q96RJ0,DUB|O94966,DUB,O94966,Q96RJ0,USP19,TAAR1,USP,0,neg2x_initial_degree_matched,,USP19,TAAR1,TAAR1|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,endoplasmic_reticulum;membrane;plasma_membrane,endoplasmic_reticulum;membrane,True,True,True
DUB|O94966|Q9UPN3,DUB|O94966,DUB,O94966,Q9UPN3,USP19,MACF1,USP,0,neg2x_initial_degree_matched,,USP19,MACF1,MACF1|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;cytoskeleton;golgi;membrane;plasma_membrane,membrane,True,True,True
DUB|O94966|Q96P20,DUB|O94966,DUB,O94966,Q96P20,USP19,NLRP3,USP,0,neg2x_initial_degree_matched,,USP19,NLRP3,NLRP3|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;cytoskeleton;endoplasmic_reticulum;extracellular;golgi;membrane;mitochondrion;nucleus;vesicle,endoplasmic_reticulum;membrane;mitochondrion,True,True,True
DUB|O94966|P50542,DUB|O94966,DUB,O94966,P50542,USP19,PEX5,USP,0,neg2x_initial_degree_matched,,USP19,PEX5,PEX5|USP19,False,endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;membrane;peroxisome,membrane,True,True,True
DUB|O95630|Q86WI3,DUB|O95630,DUB,O95630,Q86WI3,STAMBP,NLRC5,Other,0,neg2x_initial_degree_matched,,STAMBP,NLRC5,NLRC5|STAMBP,False,cytoplasm;endosome;membrane;nucleus,cytoplasm,cytoplasm,True,True,True
DUB|O95630|Q15022,DUB|O95630,DUB,O95630,Q15022,STAMBP,SUZ12,Other,0,neg2x_initial_degree_matched,,STAMBP,SUZ12,STAMBP|SUZ12,False,cytoplasm;endosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|O95630|Q96EP1,DUB|O95630,DUB,O95630,Q96EP1,STAMBP,CHFR,Other,0,neg2x_initial_degree_matched,,STAMBP,CHFR,CHFR|STAMBP,False,cytoplasm;endosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|O95630|P42574,DUB|O95630,DUB,O95630,P42574,STAMBP,CASP3,Other,0,neg2x_initial_degree_matched,,STAMBP,CASP3,CASP3|STAMBP,False,cytoplasm;endosome;membrane;nucleus,cytoplasm,cytoplasm,True,True,True
DUB|O95630|P40305,DUB|O95630,DUB,O95630,P40305,STAMBP,IFI27,Other,0,neg2x_initial_degree_matched,,STAMBP,IFI27,IFI27|STAMBP,False,cytoplasm;endosome;membrane;nucleus,endoplasmic_reticulum;membrane;mitochondrion;nucleus,membrane;nucleus,True,True,True
DUB|P09936|Q02241,DUB|P09936,DUB,P09936,Q02241,UCHL1,KIF23,UCH,0,neg2x_initial_degree_matched,,UCHL1,KIF23,KIF23|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;cytoskeleton;nucleus,cytoplasm,True,True,True
DUB|P09936|Q99835,DUB|P09936,DUB,P09936,Q99835,UCHL1,SMO,UCH,0,neg2x_initial_degree_matched,,UCHL1,SMO,SMO|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,membrane;plasma_membrane,membrane,True,True,True
DUB|P09936|P42574,DUB|P09936,DUB,P09936,P42574,UCHL1,CASP3,UCH,0,neg2x_initial_degree_matched,,UCHL1,CASP3,CASP3|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,cytoplasm,cytoplasm,True,True,True
DUB|P09936|Q9NS91,DUB|P09936,DUB,P09936,Q9NS91,UCHL1,RAD18,UCH,0,neg2x_initial_degree_matched,,UCHL1,RAD18,RAD18|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;cytoskeleton;nucleus,cytoplasm,True,True,True
DUB|P09936|Q13469,DUB|P09936,DUB,P09936,Q13469,UCHL1,NFATC2,UCH,0,neg2x_initial_degree_matched,,UCHL1,NFATC2,NFATC2|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P09936|Q9Y256,DUB|P09936,DUB,P09936,Q9Y256,UCHL1,RCE1,UCH,0,neg2x_initial_degree_matched,,UCHL1,RCE1,RCE1|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,endoplasmic_reticulum;membrane,endoplasmic_reticulum;membrane,True,True,True
DUB|P09936|P43403,DUB|P09936,DUB,P09936,P43403,UCHL1,ZAP70,UCH,0,neg2x_initial_degree_matched,,UCHL1,ZAP70,UCHL1|ZAP70,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;cytoskeleton;membrane;plasma_membrane,cytoplasm;membrane,True,True,True
DUB|P09936|P62136,DUB|P09936,DUB,P09936,P62136,UCHL1,PPP1CA,UCH,0,neg2x_initial_degree_matched,,UCHL1,PPP1CA,PPP1CA|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P09936|Q13309,DUB|P09936,DUB,P09936,Q13309,UCHL1,SKP2,UCH,0,neg2x_initial_degree_matched,,UCHL1,SKP2,SKP2|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P09936|O43623,DUB|P09936,DUB,P09936,O43623,UCHL1,SNAI2,UCH,0,neg2x_initial_degree_matched,,UCHL1,SNAI2,SNAI2|UCHL1,False,cytoplasm;endoplasmic_reticulum;membrane;mitochondrion,cytoplasm;nucleus,cytoplasm,True,True,True
