accession,has_fasta,fasta_ok,file_path,file_name,length,header_ac,error
O94972,True,True,./Data_raw/uniprot/uniprot_fasta/O94972.fasta,O94972.fasta,964,O94972,
O95071,True,True,./Data_raw/uniprot/uniprot_fasta/O95071.fasta,O95071.fasta,2799,O95071,
O95155,True,True,./Data_raw/uniprot/uniprot_fasta/O95155.fasta,O95155.fasta,1302,O95155,
O95198,True,True,./Data_raw/uniprot/uniprot_fasta/O95198.fasta,O95198.fasta,593,O95198,
O95376,True,True,./Data_raw/uniprot/uniprot_fasta/O95376.fasta,O95376.fasta,493,O95376,
O95628,True,True,./Data_raw/uniprot/uniprot_fasta/O95628.fasta,O95628.fasta,575,O95628,
O95630,True,True,./Data_raw/uniprot/uniprot_fasta/O95630.fasta,O95630.fasta,424,O95630,
O95714,True,True,./Data_raw/uniprot/uniprot_fasta/O95714.fasta,O95714.fasta,4834,O95714,
O95786,True,True,./Data_raw/uniprot/uniprot_fasta/O95786.fasta,O95786.fasta,925,O95786,
O95835,True,True,./Data_raw/uniprot/uniprot_fasta/O95835.fasta,O95835.fasta,1130,O95835,
P00748,True,True,./Data_raw/uniprot/uniprot_fasta/P00748.fasta,P00748.fasta,615,P00748,
P03126,True,True,./Data_raw/uniprot/uniprot_fasta/P03126.fasta,P03126.fasta,158,P03126,
P06463,True,True,./Data_raw/uniprot/uniprot_fasta/P06463.fasta,P06463.fasta,158,P06463,
P08393,True,True,./Data_raw/uniprot/uniprot_fasta/P08393.fasta,P08393.fasta,775,P08393,
P09874,True,True,./Data_raw/uniprot/uniprot_fasta/P09874.fasta,P09874.fasta,1014,P09874,
P09936,True,True,./Data_raw/uniprot/uniprot_fasta/P09936.fasta,P09936.fasta,223,P09936,
P0C2W1,True,True,./Data_raw/uniprot/uniprot_fasta/P0C2W1.fasta,P0C2W1.fasta,286,P0C2W1,
P0CI25,True,True,./Data_raw/uniprot/uniprot_fasta/P0CI25.fasta,P0CI25.fasta,452,P0CI25,
P10523,True,True,./Data_raw/uniprot/uniprot_fasta/P10523.fasta,P10523.fasta,405,P10523,
P11441,True,True,./Data_raw/uniprot/uniprot_fasta/P11441.fasta,P11441.fasta,157,P11441,
P12830,True,True,./Data_raw/uniprot/uniprot_fasta/P12830.fasta,P12830.fasta,882,P12830,
P12956,True,True,./Data_raw/uniprot/uniprot_fasta/P12956.fasta,P12956.fasta,609,P12956,
P14373,True,True,./Data_raw/uniprot/uniprot_fasta/P14373.fasta,P14373.fasta,513,P14373,
P15374,True,True,./Data_raw/uniprot/uniprot_fasta/P15374.fasta,P15374.fasta,230,P15374,
P15918,True,True,./Data_raw/uniprot/uniprot_fasta/P15918.fasta,P15918.fasta,1043,P15918,
P19474,True,True,./Data_raw/uniprot/uniprot_fasta/P19474.fasta,P19474.fasta,475,P19474,
P21580,True,True,./Data_raw/uniprot/uniprot_fasta/P21580.fasta,P21580.fasta,790,P21580,
P21583,True,True,./Data_raw/uniprot/uniprot_fasta/P21583.fasta,P21583.fasta,273,P21583,
P22681,True,True,./Data_raw/uniprot/uniprot_fasta/P22681.fasta,P22681.fasta,906,P22681,
P29372,True,True,./Data_raw/uniprot/uniprot_fasta/P29372.fasta,P29372.fasta,298,P29372,
P29590,True,True,./Data_raw/uniprot/uniprot_fasta/P29590.fasta,P29590.fasta,882,P29590,
P35125,True,True,./Data_raw/uniprot/uniprot_fasta/P35125.fasta,P35125.fasta,1406,P35125,
P35226,True,True,./Data_raw/uniprot/uniprot_fasta/P35226.fasta,P35226.fasta,326,P35226,
P35869,True,True,./Data_raw/uniprot/uniprot_fasta/P35869.fasta,P35869.fasta,848,P35869,
P36406,True,True,./Data_raw/uniprot/uniprot_fasta/P36406.fasta,P36406.fasta,574,P36406,
P37231,True,True,./Data_raw/uniprot/uniprot_fasta/P37231.fasta,P37231.fasta,505,P37231,
P38398,True,True,./Data_raw/uniprot/uniprot_fasta/P38398.fasta,P38398.fasta,1863,P38398,
P40337,True,True,./Data_raw/uniprot/uniprot_fasta/P40337.fasta,P40337.fasta,213,P40337,
P40818,True,True,./Data_raw/uniprot/uniprot_fasta/P40818.fasta,P40818.fasta,1118,P40818,
P41002,True,True,./Data_raw/uniprot/uniprot_fasta/P41002.fasta,P41002.fasta,786,P41002,
P45974,True,True,./Data_raw/uniprot/uniprot_fasta/P45974.fasta,P45974.fasta,858,P45974,
P46736,True,True,./Data_raw/uniprot/uniprot_fasta/P46736.fasta,P46736.fasta,316,P46736,
P46934,True,True,./Data_raw/uniprot/uniprot_fasta/P46934.fasta,P46934.fasta,1319,P46934,
P48742,True,True,./Data_raw/uniprot/uniprot_fasta/P48742.fasta,P48742.fasta,406,P48742,
P49427,True,True,./Data_raw/uniprot/uniprot_fasta/P49427.fasta,P49427.fasta,236,P49427,
P50876,True,True,./Data_raw/uniprot/uniprot_fasta/P50876.fasta,P50876.fasta,292,P50876,
P51617,True,True,./Data_raw/uniprot/uniprot_fasta/P51617.fasta,P51617.fasta,712,P51617,
P51784,True,True,./Data_raw/uniprot/uniprot_fasta/P51784.fasta,P51784.fasta,963,P51784,
P53804,True,True,./Data_raw/uniprot/uniprot_fasta/P53804.fasta,P53804.fasta,2025,P53804,
P54252,True,True,./Data_raw/uniprot/uniprot_fasta/P54252.fasta,P54252.fasta,361,P54252,
P54578,True,True,./Data_raw/uniprot/uniprot_fasta/P54578.fasta,P54578.fasta,494,P54578,
P54725,True,True,./Data_raw/uniprot/uniprot_fasta/P54725.fasta,P54725.fasta,363,P54725,
P62068,True,True,./Data_raw/uniprot/uniprot_fasta/P62068.fasta,P62068.fasta,366,P62068,
P62253,True,True,./Data_raw/uniprot/uniprot_fasta/P62253.fasta,P62253.fasta,170,P62253,
P62877,True,True,./Data_raw/uniprot/uniprot_fasta/P62877.fasta,P62877.fasta,108,P62877,
P63244,True,True,./Data_raw/uniprot/uniprot_fasta/P63244.fasta,P63244.fasta,317,P63244,
P69720,True,True,./Data_raw/uniprot/uniprot_fasta/P69720.fasta,P69720.fasta,192,P69720,
P78317,True,True,./Data_raw/uniprot/uniprot_fasta/P78317.fasta,P78317.fasta,190,P78317,
P90489,True,True,./Data_raw/uniprot/uniprot_fasta/P90489.fasta,P90489.fasta,256,P90489,
P90495,True,True,./Data_raw/uniprot/uniprot_fasta/P90495.fasta,P90495.fasta,333,P90495,
P98170,True,True,./Data_raw/uniprot/uniprot_fasta/P98170.fasta,P98170.fasta,497,P98170,
Q00987,True,True,./Data_raw/uniprot/uniprot_fasta/Q00987.fasta,Q00987.fasta,491,Q00987,
Q01804,True,True,./Data_raw/uniprot/uniprot_fasta/Q01804.fasta,Q01804.fasta,1114,Q01804,
Q05086,True,True,./Data_raw/uniprot/uniprot_fasta/Q05086.fasta,Q05086.fasta,875,Q05086,
Q05CD9,True,True,./Data_raw/uniprot/uniprot_fasta/Q05CD9.fasta,Q05CD9.fasta,481,Q05CD9,
Q06587,True,True,./Data_raw/uniprot/uniprot_fasta/Q06587.fasta,Q06587.fasta,406,Q06587,
Q07869,True,True,./Data_raw/uniprot/uniprot_fasta/Q07869.fasta,Q07869.fasta,468,Q07869,
Q09472,True,True,./Data_raw/uniprot/uniprot_fasta/Q09472.fasta,Q09472.fasta,2414,Q09472,
Q0WX57,True,True,./Data_raw/uniprot/uniprot_fasta/Q0WX57.fasta,Q0WX57.fasta,530,Q0WX57,
Q12834,True,True,./Data_raw/uniprot/uniprot_fasta/Q12834.fasta,Q12834.fasta,499,Q12834,
Q12899,True,True,./Data_raw/uniprot/uniprot_fasta/Q12899.fasta,Q12899.fasta,539,Q12899,
Q12933,True,True,./Data_raw/uniprot/uniprot_fasta/Q12933.fasta,Q12933.fasta,501,Q12933,
Q13049,True,True,./Data_raw/uniprot/uniprot_fasta/Q13049.fasta,Q13049.fasta,653,Q13049,
Q13064,True,True,./Data_raw/uniprot/uniprot_fasta/Q13064.fasta,Q13064.fasta,507,Q13064,
Q13077,True,True,./Data_raw/uniprot/uniprot_fasta/Q13077.fasta,Q13077.fasta,416,Q13077,
Q13107,True,True,./Data_raw/uniprot/uniprot_fasta/Q13107.fasta,Q13107.fasta,963,Q13107,
Q13114,True,True,./Data_raw/uniprot/uniprot_fasta/Q13114.fasta,Q13114.fasta,568,Q13114,
Q13191,True,True,./Data_raw/uniprot/uniprot_fasta/Q13191.fasta,Q13191.fasta,982,Q13191,
Q13216,True,True,./Data_raw/uniprot/uniprot_fasta/Q13216.fasta,Q13216.fasta,396,Q13216,
Q13233,True,True,./Data_raw/uniprot/uniprot_fasta/Q13233.fasta,Q13233.fasta,1512,Q13233,
Q13263,True,True,./Data_raw/uniprot/uniprot_fasta/Q13263.fasta,Q13263.fasta,835,Q13263,
Q13309,True,True,./Data_raw/uniprot/uniprot_fasta/Q13309.fasta,Q13309.fasta,424,Q13309,
Q13356,True,True,./Data_raw/uniprot/uniprot_fasta/Q13356.fasta,Q13356.fasta,520,Q13356,
Q13489,True,True,./Data_raw/uniprot/uniprot_fasta/Q13489.fasta,Q13489.fasta,604,Q13489,
Q13490,True,True,./Data_raw/uniprot/uniprot_fasta/Q13490.fasta,Q13490.fasta,618,Q13490,
Q13501,True,True,./Data_raw/uniprot/uniprot_fasta/Q13501.fasta,Q13501.fasta,440,Q13501,
Q13829,True,True,./Data_raw/uniprot/uniprot_fasta/Q13829.fasta,Q13829.fasta,316,Q13829,
Q14139,True,True,./Data_raw/uniprot/uniprot_fasta/Q14139.fasta,Q14139.fasta,1066,Q14139,
Q14145,True,True,./Data_raw/uniprot/uniprot_fasta/Q14145.fasta,Q14145.fasta,624,Q14145,
Q14258,True,True,./Data_raw/uniprot/uniprot_fasta/Q14258.fasta,Q14258.fasta,630,Q14258,
Q14527,True,True,./Data_raw/uniprot/uniprot_fasta/Q14527.fasta,Q14527.fasta,1009,Q14527,
Q14669,True,True,./Data_raw/uniprot/uniprot_fasta/Q14669.fasta,Q14669.fasta,1992,Q14669,
Q14694,True,True,./Data_raw/uniprot/uniprot_fasta/Q14694.fasta,Q14694.fasta,798,Q14694,
Q149N8,True,True,./Data_raw/uniprot/uniprot_fasta/Q149N8.fasta,Q149N8.fasta,1683,Q149N8,
Q15018,True,True,./Data_raw/uniprot/uniprot_fasta/Q15018.fasta,Q15018.fasta,415,Q15018,
Q15040,True,True,./Data_raw/uniprot/uniprot_fasta/Q15040.fasta,Q15040.fasta,202,Q15040,
Q15257,True,True,./Data_raw/uniprot/uniprot_fasta/Q15257.fasta,Q15257.fasta,358,Q15257,
Q15386,True,True,./Data_raw/uniprot/uniprot_fasta/Q15386.fasta,Q15386.fasta,1083,Q15386,
Q15751,True,True,./Data_raw/uniprot/uniprot_fasta/Q15751.fasta,Q15751.fasta,4861,Q15751,
Q16531,True,True,./Data_raw/uniprot/uniprot_fasta/Q16531.fasta,Q16531.fasta,1140,Q16531,
Q2Q1W2,True,True,./Data_raw/uniprot/uniprot_fasta/Q2Q1W2.fasta,Q2Q1W2.fasta,868,Q2Q1W2,
Q4G0A6,True,True,./Data_raw/uniprot/uniprot_fasta/Q4G0A6.fasta,Q4G0A6.fasta,757,Q4G0A6,
Q504Q3,True,True,./Data_raw/uniprot/uniprot_fasta/Q504Q3.fasta,Q504Q3.fasta,1202,Q504Q3,
Q53G59,True,True,./Data_raw/uniprot/uniprot_fasta/Q53G59.fasta,Q53G59.fasta,568,Q53G59,
Q53GS9,True,True,./Data_raw/uniprot/uniprot_fasta/Q53GS9.fasta,Q53GS9.fasta,565,Q53GS9,
Q53GT1,True,True,./Data_raw/uniprot/uniprot_fasta/Q53GT1.fasta,Q53GT1.fasta,634,Q53GT1,
Q5D1E8,True,True,./Data_raw/uniprot/uniprot_fasta/Q5D1E8.fasta,Q5D1E8.fasta,599,Q5D1E8,
Q5GLZ8,True,True,./Data_raw/uniprot/uniprot_fasta/Q5GLZ8.fasta,Q5GLZ8.fasta,1057,Q5GLZ8,
Q5T0T0,True,True,./Data_raw/uniprot/uniprot_fasta/Q5T0T0.fasta,Q5T0T0.fasta,291,Q5T0T0,
Q5T2D3,True,True,./Data_raw/uniprot/uniprot_fasta/Q5T2D3.fasta,Q5T2D3.fasta,398,Q5T2D3,
Q5T447,True,True,./Data_raw/uniprot/uniprot_fasta/Q5T447.fasta,Q5T447.fasta,861,Q5T447,
Q5T4S7,True,True,./Data_raw/uniprot/uniprot_fasta/Q5T4S7.fasta,Q5T4S7.fasta,5183,Q5T4S7,
Q5T6F0,True,True,./Data_raw/uniprot/uniprot_fasta/Q5T6F0.fasta,Q5T6F0.fasta,453,Q5T6F0,
Q5TA31,True,True,./Data_raw/uniprot/uniprot_fasta/Q5TA31.fasta,Q5TA31.fasta,235,Q5TA31,
Q5TAQ9,True,True,./Data_raw/uniprot/uniprot_fasta/Q5TAQ9.fasta,Q5TAQ9.fasta,597,Q5TAQ9,
Q5TC82,True,True,./Data_raw/uniprot/uniprot_fasta/Q5TC82.fasta,Q5TC82.fasta,1133,Q5TC82,
Q5U5Q3,True,True,./Data_raw/uniprot/uniprot_fasta/Q5U5Q3.fasta,Q5U5Q3.fasta,659,Q5U5Q3,
Q5U5R9,True,True,./Data_raw/uniprot/uniprot_fasta/Q5U5R9.fasta,Q5U5R9.fasta,776,Q5U5R9,
Q5VTB9,True,True,./Data_raw/uniprot/uniprot_fasta/Q5VTB9.fasta,Q5VTB9.fasta,566,Q5VTB9,
Q5VTR2,True,True,./Data_raw/uniprot/uniprot_fasta/Q5VTR2.fasta,Q5VTR2.fasta,975,Q5VTR2,
Q5VU92,True,True,./Data_raw/uniprot/uniprot_fasta/Q5VU92.fasta,Q5VU92.fasta,463,Q5VU92,
Q5VV17,True,True,./Data_raw/uniprot/uniprot_fasta/Q5VV17.fasta,Q5VV17.fasta,481,Q5VV17,
Q5VVJ2,True,True,./Data_raw/uniprot/uniprot_fasta/Q5VVJ2.fasta,Q5VVJ2.fasta,828,Q5VVJ2,
Q5VVQ6,True,True,./Data_raw/uniprot/uniprot_fasta/Q5VVQ6.fasta,Q5VVQ6.fasta,348,Q5VVQ6,
Q5XPI4,True,True,./Data_raw/uniprot/uniprot_fasta/Q5XPI4.fasta,Q5XPI4.fasta,1314,Q5XPI4,
Q5XUX0,True,True,./Data_raw/uniprot/uniprot_fasta/Q5XUX0.fasta,Q5XUX0.fasta,539,Q5XUX0,
Q5XX13,True,True,./Data_raw/uniprot/uniprot_fasta/Q5XX13.fasta,Q5XX13.fasta,1052,Q5XX13,
Q63HN8,True,True,./Data_raw/uniprot/uniprot_fasta/Q63HN8.fasta,Q63HN8.fasta,5207,Q63HN8,
Q66K64,True,True,./Data_raw/uniprot/uniprot_fasta/Q66K64.fasta,Q66K64.fasta,600,Q66K64,
Q66K89,True,True,./Data_raw/uniprot/uniprot_fasta/Q66K89.fasta,Q66K89.fasta,784,Q66K89,
Q68DV7,True,True,./Data_raw/uniprot/uniprot_fasta/Q68DV7.fasta,Q68DV7.fasta,783,Q68DV7,
Q693B1,True,True,./Data_raw/uniprot/uniprot_fasta/Q693B1.fasta,Q693B1.fasta,232,Q693B1,
Q6GQQ9,True,True,./Data_raw/uniprot/uniprot_fasta/Q6GQQ9.fasta,Q6GQQ9.fasta,843,Q6GQQ9,
Q6JEL2,True,True,./Data_raw/uniprot/uniprot_fasta/Q6JEL2.fasta,Q6JEL2.fasta,608,Q6JEL2,
Q6P050,True,True,./Data_raw/uniprot/uniprot_fasta/Q6P050.fasta,Q6P050.fasta,247,Q6P050,
Q6P3S6,True,True,./Data_raw/uniprot/uniprot_fasta/Q6P3S6.fasta,Q6P3S6.fasta,717,Q6P3S6,
Q6P468,True,True,./Data_raw/uniprot/uniprot_fasta/Q6P468.fasta,Q6P468.fasta,918,Q6P468,
Q6PCD5,True,True,./Data_raw/uniprot/uniprot_fasta/Q6PCD5.fasta,Q6PCD5.fasta,774,Q6PCD5,
Q6PCT2,True,True,./Data_raw/uniprot/uniprot_fasta/Q6PCT2.fasta,Q6PCT2.fasta,694,Q6PCT2,
Q6PJ21,True,True,./Data_raw/uniprot/uniprot_fasta/Q6PJ21.fasta,Q6PJ21.fasta,355,Q6PJ21,
Q6PJ69,True,True,./Data_raw/uniprot/uniprot_fasta/Q6PJ69.fasta,Q6PJ69.fasta,517,Q6PJ69,
Q6Q0C0,True,True,./Data_raw/uniprot/uniprot_fasta/Q6Q0C0.fasta,Q6Q0C0.fasta,670,Q6Q0C0,
Q6R327,True,True,./Data_raw/uniprot/uniprot_fasta/Q6R327.fasta,Q6R327.fasta,1708,Q6R327,
Q6R6M4,True,True,./Data_raw/uniprot/uniprot_fasta/Q6R6M4.fasta,Q6R6M4.fasta,530,Q6R6M4,
Q6TDP4,True,True,./Data_raw/uniprot/uniprot_fasta/Q6TDP4.fasta,Q6TDP4.fasta,642,Q6TDP4,
Q6UWE0,True,True,./Data_raw/uniprot/uniprot_fasta/Q6UWE0.fasta,Q6UWE0.fasta,723,Q6UWE0,
Q6VVB1,True,True,./Data_raw/uniprot/uniprot_fasta/Q6VVB1.fasta,Q6VVB1.fasta,395,Q6VVB1,
Q6X9E4,True,True,./Data_raw/uniprot/uniprot_fasta/Q6X9E4.fasta,Q6X9E4.fasta,464,Q6X9E4,
Q6ZMZ0,True,True,./Data_raw/uniprot/uniprot_fasta/Q6ZMZ0.fasta,Q6ZMZ0.fasta,732,Q6ZMZ0,
Q6ZN04,True,True,./Data_raw/uniprot/uniprot_fasta/Q6ZN04.fasta,Q6ZN04.fasta,569,Q6ZN04,
Q6ZNA4,True,True,./Data_raw/uniprot/uniprot_fasta/Q6ZNA4.fasta,Q6ZNA4.fasta,994,Q6ZNA4,
Q6ZW49,True,True,./Data_raw/uniprot/uniprot_fasta/Q6ZW49.fasta,Q6ZW49.fasta,1069,Q6ZW49,
Q70CQ1,True,True,./Data_raw/uniprot/uniprot_fasta/Q70CQ1.fasta,Q70CQ1.fasta,688,Q70CQ1,
Q70CQ2,True,True,./Data_raw/uniprot/uniprot_fasta/Q70CQ2.fasta,Q70CQ2.fasta,3546,Q70CQ2,
Q70CQ3,True,True,./Data_raw/uniprot/uniprot_fasta/Q70CQ3.fasta,Q70CQ3.fasta,517,Q70CQ3,
Q70EK8,True,True,./Data_raw/uniprot/uniprot_fasta/Q70EK8.fasta,Q70EK8.fasta,1073,Q70EK8,
Q70EK9,True,True,./Data_raw/uniprot/uniprot_fasta/Q70EK9.fasta,Q70EK9.fasta,711,Q70EK9,
Q70EL2,True,True,./Data_raw/uniprot/uniprot_fasta/Q70EL2.fasta,Q70EL2.fasta,814,Q70EL2,
Q70EL3,True,True,./Data_raw/uniprot/uniprot_fasta/Q70EL3.fasta,Q70EL3.fasta,339,Q70EL3,
Q70EL4,True,True,./Data_raw/uniprot/uniprot_fasta/Q70EL4.fasta,Q70EL4.fasta,1123,Q70EL4,
Q75N03,True,True,./Data_raw/uniprot/uniprot_fasta/Q75N03.fasta,Q75N03.fasta,491,Q75N03,
Q76N89,True,True,./Data_raw/uniprot/uniprot_fasta/Q76N89.fasta,Q76N89.fasta,1606,Q76N89,
Q7L5Y6,True,True,./Data_raw/uniprot/uniprot_fasta/Q7L5Y6.fasta,Q7L5Y6.fasta,550,Q7L5Y6,
Q7L8S5,True,True,./Data_raw/uniprot/uniprot_fasta/Q7L8S5.fasta,Q7L8S5.fasta,288,Q7L8S5,
Q7Z419,True,True,./Data_raw/uniprot/uniprot_fasta/Q7Z419.fasta,Q7Z419.fasta,303,Q7Z419,
Q7Z4K8,True,True,./Data_raw/uniprot/uniprot_fasta/Q7Z4K8.fasta,Q7Z4K8.fasta,759,Q7Z4K8,
Q7Z569,True,True,./Data_raw/uniprot/uniprot_fasta/Q7Z569.fasta,Q7Z569.fasta,592,Q7Z569,
Q7Z6E9,True,True,./Data_raw/uniprot/uniprot_fasta/Q7Z6E9.fasta,Q7Z6E9.fasta,1792,Q7Z6E9,
Q7Z6J0,True,True,./Data_raw/uniprot/uniprot_fasta/Q7Z6J0.fasta,Q7Z6J0.fasta,888,Q7Z6J0,
Q7Z6M2,True,True,./Data_raw/uniprot/uniprot_fasta/Q7Z6M2.fasta,Q7Z6M2.fasta,555,Q7Z6M2,
Q7Z6Z7,True,True,./Data_raw/uniprot/uniprot_fasta/Q7Z6Z7.fasta,Q7Z6Z7.fasta,4374,Q7Z6Z7,
Q86T82,True,True,./Data_raw/uniprot/uniprot_fasta/Q86T82.fasta,Q86T82.fasta,979,Q86T82,
Q86T96,True,True,./Data_raw/uniprot/uniprot_fasta/Q86T96.fasta,Q86T96.fasta,592,Q86T96,
Q86TM6,True,True,./Data_raw/uniprot/uniprot_fasta/Q86TM6.fasta,Q86TM6.fasta,617,Q86TM6,
Q86UV5,True,True,./Data_raw/uniprot/uniprot_fasta/Q86UV5.fasta,Q86UV5.fasta,1035,Q86UV5,
Q86UW9,True,True,./Data_raw/uniprot/uniprot_fasta/Q86UW9.fasta,Q86UW9.fasta,622,Q86UW9,
Q86WB0,True,True,./Data_raw/uniprot/uniprot_fasta/Q86WB0.fasta,Q86WB0.fasta,502,Q86WB0,
Q86WC4,True,True,./Data_raw/uniprot/uniprot_fasta/Q86WC4.fasta,Q86WC4.fasta,334,Q86WC4,
Q86WT6,True,True,./Data_raw/uniprot/uniprot_fasta/Q86WT6.fasta,Q86WT6.fasta,500,Q86WT6,
Q86XK2,True,True,./Data_raw/uniprot/uniprot_fasta/Q86XK2.fasta,Q86XK2.fasta,927,Q86XK2,
Q86XS8,True,True,./Data_raw/uniprot/uniprot_fasta/Q86XS8.fasta,Q86XS8.fasta,419,Q86XS8,
Q86XT4,True,True,./Data_raw/uniprot/uniprot_fasta/Q86XT4.fasta,Q86XT4.fasta,487,Q86XT4,
Q86Y01,True,True,./Data_raw/uniprot/uniprot_fasta/Q86Y01.fasta,Q86Y01.fasta,620,Q86Y01,
Q86Y13,True,True,./Data_raw/uniprot/uniprot_fasta/Q86Y13.fasta,Q86Y13.fasta,1208,Q86Y13,
Q86YJ5,True,True,./Data_raw/uniprot/uniprot_fasta/Q86YJ5.fasta,Q86YJ5.fasta,346,Q86YJ5,
Q86YT6,True,True,./Data_raw/uniprot/uniprot_fasta/Q86YT6.fasta,Q86YT6.fasta,1006,Q86YT6,
Q8IUD6,True,True,./Data_raw/uniprot/uniprot_fasta/Q8IUD6.fasta,Q8IUD6.fasta,432,Q8IUD6,
