model,accession,status,length,per_sequence_dim,per_residue_shape,error
prot_bert,O14640,ok,695,1024,"(695, 1024)",
prot_bert,O14641,ok,736,1024,"(736, 1024)",
prot_bert,O14681,ok,340,1024,"(340, 1024)",
prot_bert,O14684,ok,152,1024,"(152, 1024)",
prot_bert,O14730,ok,519,1024,"(519, 1024)",
prot_bert,O14737,ok,125,1024,"(125, 1024)",
prot_bert,O14746,ok,1132,1024,"(1132, 1024)",
prot_bert,O14757,ok,476,1024,"(476, 1024)",
prot_bert,O14763,ok,440,1024,"(440, 1024)",
prot_bert,O14773,ok,563,1024,"(563, 1024)",
prot_bert,O14777,ok,642,1024,"(642, 1024)",
prot_bert,O14818,ok,248,1024,"(248, 1024)",
prot_bert,O14867,ok,736,1024,"(736, 1024)",
prot_bert,O14920,ok,756,1024,"(756, 1024)",
prot_bert,O14964,ok,777,1024,"(777, 1024)",
prot_bert,O14965,ok,403,1024,"(403, 1024)",
prot_bert,O14974,ok,1030,1024,"(1030, 1024)",
prot_bert,O14980,ok,1071,1024,"(1071, 1024)",
prot_bert,O15055,ok,1255,1024,"(1255, 1024)",
prot_bert,O15078,ok,2479,1024,"(2479, 1024)",
prot_bert,O15079,ok,494,1024,"(494, 1024)",
prot_bert,O15085,ok,1522,1024,"(1522, 1024)",
prot_bert,O15105,ok,426,1024,"(426, 1024)",
prot_bert,O15111,ok,745,1024,"(745, 1024)",
prot_bert,O15145,ok,178,1024,"(178, 1024)",
prot_bert,O15146,ok,869,1024,"(869, 1024)",
prot_bert,O15151,ok,490,1024,"(490, 1024)",
prot_bert,O15164,ok,1050,1024,"(1050, 1024)",
prot_bert,O15169,ok,862,1024,"(862, 1024)",
prot_bert,O15234,ok,703,1024,"(703, 1024)",
prot_bert,O15273,ok,167,1024,"(167, 1024)",
prot_bert,O15287,ok,622,1024,"(622, 1024)",
prot_bert,O15294,ok,1046,1024,"(1046, 1024)",
prot_bert,O15304,ok,175,1024,"(175, 1024)",
prot_bert,O15315,ok,384,1024,"(384, 1024)",
prot_bert,O15344,ok,667,1024,"(667, 1024)",
prot_bert,O15350,ok,636,1024,"(636, 1024)",
prot_bert,O15354,ok,613,1024,"(613, 1024)",
prot_bert,O15357,ok,1258,1024,"(1258, 1024)",
prot_bert,O15372,ok,352,1024,"(352, 1024)",
prot_bert,O15379,ok,428,1024,"(428, 1024)",
prot_bert,O15392,ok,142,1024,"(142, 1024)",
prot_bert,O15399,ok,1336,1024,"(1336, 1024)",
prot_bert,O15431,ok,190,1024,"(190, 1024)",
prot_bert,O15503,ok,277,1024,"(277, 1024)",
prot_bert,O15511,ok,151,1024,"(151, 1024)",
prot_bert,O15519,ok,480,1024,"(480, 1024)",
prot_bert,O15524,ok,211,1024,"(211, 1024)",
prot_bert,O15527,ok,345,1024,"(345, 1024)",
prot_bert,O15530,ok,556,1024,"(556, 1024)",
prot_bert,O15534,ok,1290,1024,"(1290, 1024)",
prot_bert,O15553,ok,781,1024,"(781, 1024)",
prot_bert,O15554,ok,427,1024,"(427, 1024)",
prot_bert,O43156,ok,1089,1024,"(1089, 1024)",
prot_bert,O43164,ok,708,1024,"(708, 1024)",
prot_bert,O43166,ok,1804,1024,"(1804, 1024)",
prot_bert,O43175,ok,533,1024,"(533, 1024)",
prot_bert,O43236,ok,478,1024,"(478, 1024)",
prot_bert,O43237,ok,492,1024,"(492, 1024)",
prot_bert,O43255,ok,324,1024,"(324, 1024)",
prot_bert,O43294,ok,461,1024,"(461, 1024)",
prot_bert,O43303,ok,1012,1024,"(1012, 1024)",
prot_bert,O43313,ok,823,1024,"(823, 1024)",
prot_bert,O43318,ok,606,1024,"(606, 1024)",
prot_bert,O43353,ok,540,1024,"(540, 1024)",
prot_bert,O43395,ok,683,1024,"(683, 1024)",
prot_bert,O43463,ok,412,1024,"(412, 1024)",
prot_bert,O43474,ok,513,1024,"(513, 1024)",
prot_bert,O43490,ok,865,1024,"(865, 1024)",
prot_bert,O43511,ok,780,1024,"(780, 1024)",
prot_bert,O43521,ok,198,1024,"(198, 1024)",
prot_bert,O43524,ok,673,1024,"(673, 1024)",
prot_bert,O43541,ok,496,1024,"(496, 1024)",
prot_bert,O43561,ok,262,1024,"(262, 1024)",
prot_bert,O43567,ok,381,1024,"(381, 1024)",
prot_bert,O43597,ok,315,1024,"(315, 1024)",
prot_bert,O43602,ok,365,1024,"(365, 1024)",
prot_bert,O43623,ok,268,1024,"(268, 1024)",
prot_bert,O43663,ok,620,1024,"(620, 1024)",
prot_bert,O43679,ok,373,1024,"(373, 1024)",
prot_bert,O43683,ok,1085,1024,"(1085, 1024)",
prot_bert,O43684,ok,328,1024,"(328, 1024)",
prot_bert,O43734,ok,574,1024,"(574, 1024)",
prot_bert,O43791,ok,374,1024,"(374, 1024)",
prot_bert,O60239,ok,455,1024,"(455, 1024)",
prot_bert,O60240,ok,522,1024,"(522, 1024)",
prot_bert,O60260,ok,465,1024,"(465, 1024)",
prot_bert,O60285,ok,661,1024,"(661, 1024)",
prot_bert,O60291,ok,552,1024,"(552, 1024)",
prot_bert,O60294,ok,686,1024,"(686, 1024)",
prot_bert,O60313,ok,960,1024,"(960, 1024)",
prot_bert,O60315,ok,1214,1024,"(1214, 1024)",
prot_bert,O60331,ok,668,1024,"(668, 1024)",
prot_bert,O60337,ok,910,1024,"(910, 1024)",
prot_bert,O60341,ok,852,1024,"(852, 1024)",
prot_bert,O60343,ok,1298,1024,"(1298, 1024)",
prot_bert,O60346,ok,1717,1024,"(1717, 1024)",
prot_bert,O60381,ok,514,1024,"(514, 1024)",
prot_bert,O60486,ok,1568,1024,"(1568, 1024)",
prot_bert,O60493,ok,162,1024,"(162, 1024)",
prot_bert,O60566,ok,1050,1024,"(1050, 1024)",
prot_bert,O60573,ok,245,1024,"(245, 1024)",
prot_bert,O60674,ok,1132,1024,"(1132, 1024)",
prot_bert,O60683,ok,326,1024,"(326, 1024)",
prot_bert,O60762,ok,260,1024,"(260, 1024)",
prot_bert,O60784,ok,492,1024,"(492, 1024)",
prot_bert,O60828,ok,265,1024,"(265, 1024)",
prot_bert,O60858,ok,407,1024,"(407, 1024)",
prot_bert,O60883,ok,481,1024,"(481, 1024)",
prot_bert,O60885,ok,1362,1024,"(1362, 1024)",
prot_bert,O60907,ok,577,1024,"(577, 1024)",
prot_bert,O60934,ok,754,1024,"(754, 1024)",
prot_bert,O60936,ok,208,1024,"(208, 1024)",
prot_bert,O75030,ok,526,1024,"(526, 1024)",
prot_bert,O75113,ok,896,1024,"(896, 1024)",
prot_bert,O75140,ok,1603,1024,"(1603, 1024)",
prot_bert,O75143,ok,517,1024,"(517, 1024)",
prot_bert,O75150,ok,1001,1024,"(1001, 1024)",
prot_bert,O75155,ok,1236,1024,"(1236, 1024)",
prot_bert,O75159,ok,536,1024,"(536, 1024)",
prot_bert,O75164,ok,1064,1024,"(1064, 1024)",
prot_bert,O75182,ok,1162,1024,"(1162, 1024)",
prot_bert,O75317,ok,370,1024,"(370, 1024)",
prot_bert,O75365,ok,173,1024,"(173, 1024)",
prot_bert,O75367,ok,369,1024,"(369, 1024)",
prot_bert,O75369,ok,2602,1024,"(2602, 1024)",
prot_bert,O75376,ok,2440,1024,"(2440, 1024)",
prot_bert,O75382,ok,744,1024,"(744, 1024)",
prot_bert,O75385,ok,1050,1024,"(1050, 1024)",
prot_bert,O75417,ok,2590,1024,"(2590, 1024)",
prot_bert,O75444,ok,373,1024,"(373, 1024)",
prot_bert,O75449,ok,491,1024,"(491, 1024)",
prot_bert,O75460,ok,977,1024,"(977, 1024)",
prot_bert,O75461,ok,281,1024,"(281, 1024)",
prot_bert,O75469,ok,434,1024,"(434, 1024)",
prot_bert,O75473,ok,907,1024,"(907, 1024)",
prot_bert,O75496,ok,209,1024,"(209, 1024)",
prot_bert,O75525,ok,346,1024,"(346, 1024)",
prot_bert,O75553,ok,588,1024,"(588, 1024)",
prot_bert,O75581,ok,1613,1024,"(1613, 1024)",
prot_bert,O75592,ok,4678,1024,"(4678, 1024)",
prot_bert,O75604,ok,605,1024,"(605, 1024)",
prot_bert,O75626,ok,825,1024,"(825, 1024)",
prot_bert,O75717,ok,1129,1024,"(1129, 1024)",
prot_bert,O75843,ok,785,1024,"(785, 1024)",
prot_bert,O75882,ok,1429,1024,"(1429, 1024)",
prot_bert,O75909,ok,580,1024,"(580, 1024)",
prot_bert,O75915,ok,188,1024,"(188, 1024)",
prot_bert,O75925,ok,651,1024,"(651, 1024)",
prot_bert,O75928,ok,621,1024,"(621, 1024)",
prot_bert,O75943,ok,681,1024,"(681, 1024)",
prot_bert,O76013,ok,467,1024,"(467, 1024)",
prot_bert,O76021,ok,490,1024,"(490, 1024)",
prot_bert,O76050,ok,574,1024,"(574, 1024)",
prot_bert,O76064,ok,485,1024,"(485, 1024)",
prot_bert,O76074,ok,875,1024,"(875, 1024)",
prot_bert,O76080,ok,213,1024,"(213, 1024)",
prot_bert,O76083,ok,593,1024,"(593, 1024)",
prot_bert,O76090,ok,585,1024,"(585, 1024)",
prot_bert,O92608,ok,691,1024,"(691, 1024)",
prot_bert,O94761,ok,1208,1024,"(1208, 1024)",
prot_bert,O94782,ok,785,1024,"(785, 1024)",
prot_bert,O94826,ok,608,1024,"(608, 1024)",
prot_bert,O94844,ok,696,1024,"(696, 1024)",
prot_bert,O94875,ok,1100,1024,"(1100, 1024)",
prot_bert,O94889,ok,574,1024,"(574, 1024)",
prot_bert,O94916,ok,1531,1024,"(1531, 1024)",
prot_bert,O94952,ok,628,1024,"(628, 1024)",
prot_bert,O94953,ok,1096,1024,"(1096, 1024)",
prot_bert,O94955,ok,611,1024,"(611, 1024)",
prot_bert,O94966,ok,1318,1024,"(1318, 1024)",
prot_bert,O94972,ok,964,1024,"(964, 1024)",
prot_bert,O94979,ok,1220,1024,"(1220, 1024)",
prot_bert,O94992,ok,359,1024,"(359, 1024)",
prot_bert,O95071,ok,2799,1024,"(2799, 1024)",
prot_bert,O95140,ok,757,1024,"(757, 1024)",
prot_bert,O95147,ok,198,1024,"(198, 1024)",
prot_bert,O95149,ok,360,1024,"(360, 1024)",
prot_bert,O95155,ok,1302,1024,"(1302, 1024)",
prot_bert,O95166,ok,117,1024,"(117, 1024)",
prot_bert,O95180,ok,2353,1024,"(2353, 1024)",
prot_bert,O95198,ok,593,1024,"(593, 1024)",
prot_bert,O95259,ok,989,1024,"(989, 1024)",
prot_bert,O95271,ok,1327,1024,"(1327, 1024)",
prot_bert,O95278,ok,331,1024,"(331, 1024)",
prot_bert,O95295,ok,136,1024,"(136, 1024)",
prot_bert,O95376,ok,493,1024,"(493, 1024)",
prot_bert,O95388,ok,367,1024,"(367, 1024)",
prot_bert,O95409,ok,532,1024,"(532, 1024)",
prot_bert,O95502,ok,500,1024,"(500, 1024)",
prot_bert,O95602,ok,1720,1024,"(1720, 1024)",
prot_bert,O95628,ok,575,1024,"(575, 1024)",
prot_bert,O95630,ok,424,1024,"(424, 1024)",
prot_bert,O95644,ok,943,1024,"(943, 1024)",
prot_bert,O95714,ok,4834,1024,"(4834, 1024)",
prot_bert,O95760,ok,270,1024,"(270, 1024)",
prot_bert,O95786,ok,925,1024,"(925, 1024)",
prot_bert,O95817,ok,575,1024,"(575, 1024)",
prot_bert,O95831,ok,613,1024,"(613, 1024)",
prot_bert,O95835,ok,1130,1024,"(1130, 1024)",
prot_bert,O95859,ok,305,1024,"(305, 1024)",
prot_bert,O95863,ok,264,1024,"(264, 1024)",
prot_bert,O95947,ok,436,1024,"(436, 1024)",
prot_bert,O95994,ok,175,1024,"(175, 1024)",
prot_bert,O95997,ok,202,1024,"(202, 1024)",
prot_bert,O95999,ok,233,1024,"(233, 1024)",
prot_bert,O96004,ok,215,1024,"(215, 1024)",
prot_bert,O96017,ok,543,1024,"(543, 1024)",
prot_bert,O96020,ok,404,1024,"(404, 1024)",
prot_bert,P00338,ok,332,1024,"(332, 1024)",
prot_bert,P00367,ok,558,1024,"(558, 1024)",
prot_bert,P00374,ok,187,1024,"(187, 1024)",
prot_bert,P00441,ok,154,1024,"(154, 1024)",
prot_bert,P00519,ok,1130,1024,"(1130, 1024)",
prot_bert,P00533,ok,1210,1024,"(1210, 1024)",
prot_bert,P00558,ok,417,1024,"(417, 1024)",
prot_bert,P00748,ok,615,1024,"(615, 1024)",
prot_bert,P00966,ok,412,1024,"(412, 1024)",
prot_bert,P01009,ok,418,1024,"(418, 1024)",
prot_bert,P01023,ok,1474,1024,"(1474, 1024)",
prot_bert,P01100,ok,380,1024,"(380, 1024)",
prot_bert,P01106,ok,454,1024,"(454, 1024)",
prot_bert,P01111,ok,189,1024,"(189, 1024)",
prot_bert,P01112,ok,189,1024,"(189, 1024)",
prot_bert,P01116,ok,189,1024,"(189, 1024)",
prot_bert,P01130,ok,860,1024,"(860, 1024)",
prot_bert,P01135,ok,160,1024,"(160, 1024)",
prot_bert,P01584,ok,269,1024,"(269, 1024)",
prot_bert,P01730,ok,458,1024,"(458, 1024)",
prot_bert,P01732,ok,235,1024,"(235, 1024)",
prot_bert,P01848,ok,140,1024,"(140, 1024)",
prot_bert,P01857,ok,399,1024,"(399, 1024)",
prot_bert,P01880,ok,430,1024,"(430, 1024)",
prot_bert,P01889,ok,362,1024,"(362, 1024)",
prot_bert,P01903,ok,254,1024,"(254, 1024)",
prot_bert,P01909,ok,254,1024,"(254, 1024)",
prot_bert,P01911,ok,266,1024,"(266, 1024)",
prot_bert,P01912,ok,266,1024,"(266, 1024)",
prot_bert,P01920,ok,261,1024,"(261, 1024)",
prot_bert,P02647,ok,267,1024,"(267, 1024)",
prot_bert,P02751,ok,2477,1024,"(2477, 1024)",
prot_bert,P02765,ok,367,1024,"(367, 1024)",
prot_bert,P02786,ok,760,1024,"(760, 1024)",
prot_bert,P03126,ok,158,1024,"(158, 1024)",
prot_bert,P03129,ok,98,1024,"(98, 1024)",
prot_bert,P03345,ok,429,1024,"(429, 1024)",
prot_bert,P03372,ok,595,1024,"(595, 1024)",
prot_bert,P03427,ok,759,1024,"(759, 1024)",
prot_bert,P03956,ok,469,1024,"(469, 1024)",
prot_bert,P04035,ok,888,1024,"(888, 1024)",
prot_bert,P04049,ok,648,1024,"(648, 1024)",
prot_bert,P04083,ok,346,1024,"(346, 1024)",
prot_bert,P04085,ok,211,1024,"(211, 1024)",
prot_bert,P04114,ok,4563,1024,"(4563, 1024)",
prot_bert,P04150,ok,777,1024,"(777, 1024)",
prot_bert,P04179,ok,222,1024,"(222, 1024)",
prot_bert,P04183,ok,234,1024,"(234, 1024)",
prot_bert,P04198,ok,464,1024,"(464, 1024)",
prot_bert,P04229,ok,266,1024,"(266, 1024)",
prot_bert,P04233,ok,296,1024,"(296, 1024)",
prot_bert,P04234,ok,171,1024,"(171, 1024)",
prot_bert,P04271,ok,92,1024,"(92, 1024)",
prot_bert,P04439,ok,365,1024,"(365, 1024)",
prot_bert,P04554,ok,102,1024,"(102, 1024)",
prot_bert,P04626,ok,1255,1024,"(1255, 1024)",
prot_bert,P04629,ok,796,1024,"(796, 1024)",
prot_bert,P04637,ok,393,1024,"(393, 1024)",
prot_bert,P04839,ok,570,1024,"(570, 1024)",
prot_bert,P04843,ok,607,1024,"(607, 1024)",
prot_bert,P04908,ok,130,1024,"(130, 1024)",
prot_bert,P05026,ok,303,1024,"(303, 1024)",
prot_bert,P05067,ok,770,1024,"(770, 1024)",
prot_bert,P05129,ok,697,1024,"(697, 1024)",
prot_bert,P05161,ok,165,1024,"(165, 1024)",
prot_bert,P05231,ok,212,1024,"(212, 1024)",
prot_bert,P05362,ok,532,1024,"(532, 1024)",
prot_bert,P05412,ok,331,1024,"(331, 1024)",
prot_bert,P05556,ok,798,1024,"(798, 1024)",
prot_bert,P05771,ok,671,1024,"(671, 1024)",
prot_bert,P05777,ok,252,1024,"(252, 1024)",
prot_bert,P05976,ok,194,1024,"(194, 1024)",
prot_bert,P06127,ok,495,1024,"(495, 1024)",
prot_bert,P06213,ok,1382,1024,"(1382, 1024)",
prot_bert,P06239,ok,509,1024,"(509, 1024)",
prot_bert,P06241,ok,537,1024,"(537, 1024)",
prot_bert,P06400,ok,928,1024,"(928, 1024)",
prot_bert,P06401,ok,933,1024,"(933, 1024)",
prot_bert,P06463,ok,158,1024,"(158, 1024)",
prot_bert,P06493,ok,297,1024,"(297, 1024)",
prot_bert,P06576,ok,529,1024,"(529, 1024)",
prot_bert,P06732,ok,381,1024,"(381, 1024)",
prot_bert,P06733,ok,434,1024,"(434, 1024)",
prot_bert,P06746,ok,335,1024,"(335, 1024)",
prot_bert,P06748,ok,294,1024,"(294, 1024)",
prot_bert,P06790,ok,365,1024,"(365, 1024)",
prot_bert,P06899,ok,126,1024,"(126, 1024)",
prot_bert,P06935,ok,3430,1024,"(3430, 1024)",
prot_bert,P07196,ok,543,1024,"(543, 1024)",
prot_bert,P07197,ok,916,1024,"(916, 1024)",
prot_bert,P07199,ok,599,1024,"(599, 1024)",
prot_bert,P07203,ok,203,1024,"(203, 1024)",
prot_bert,P07332,ok,822,1024,"(822, 1024)",
prot_bert,P07333,ok,972,1024,"(972, 1024)",
prot_bert,P07355,ok,339,1024,"(339, 1024)",
prot_bert,P07437,ok,444,1024,"(444, 1024)",
prot_bert,P07550,ok,413,1024,"(413, 1024)",
prot_bert,P07900,ok,732,1024,"(732, 1024)",
prot_bert,P07947,ok,543,1024,"(543, 1024)",
prot_bert,P07948,ok,512,1024,"(512, 1024)",
prot_bert,P07992,ok,297,1024,"(297, 1024)",
prot_bert,P08034,ok,283,1024,"(283, 1024)",
prot_bert,P08047,ok,785,1024,"(785, 1024)",
prot_bert,P08069,ok,1367,1024,"(1367, 1024)",
prot_bert,P08100,ok,348,1024,"(348, 1024)",
prot_bert,P08133,ok,673,1024,"(673, 1024)",
prot_bert,P08134,ok,193,1024,"(193, 1024)",
prot_bert,P08138,ok,427,1024,"(427, 1024)",
prot_bert,P08151,ok,1106,1024,"(1106, 1024)",
prot_bert,P08183,ok,1280,1024,"(1280, 1024)",
prot_bert,P08195,ok,630,1024,"(630, 1024)",
prot_bert,P08247,ok,313,1024,"(313, 1024)",
prot_bert,P08253,ok,660,1024,"(660, 1024)",
prot_bert,P08393,ok,775,1024,"(775, 1024)",
prot_bert,P08514,ok,1039,1024,"(1039, 1024)",
prot_bert,P08581,ok,1390,1024,"(1390, 1024)",
prot_bert,P08648,ok,1049,1024,"(1049, 1024)",
prot_bert,P08670,ok,466,1024,"(466, 1024)",
prot_bert,P08678,ok,2026,1024,"(2026, 1024)",
prot_bert,P08684,ok,503,1024,"(503, 1024)",
prot_bert,P08754,ok,354,1024,"(354, 1024)",
prot_bert,P09211,ok,210,1024,"(210, 1024)",
prot_bert,P09467,ok,338,1024,"(338, 1024)",
prot_bert,P09619,ok,1106,1024,"(1106, 1024)",
prot_bert,P09769,ok,529,1024,"(529, 1024)",
prot_bert,P09874,ok,1014,1024,"(1014, 1024)",
prot_bert,P09936,ok,223,1024,"(223, 1024)",
prot_bert,P0C0S5,ok,128,1024,"(128, 1024)",
prot_bert,P0C0S8,ok,130,1024,"(130, 1024)",
prot_bert,P0C209,ok,429,1024,"(429, 1024)",
prot_bert,P0C2W1,ok,286,1024,"(286, 1024)",
prot_bert,P0CI25,ok,452,1024,"(452, 1024)",
prot_bert,P0CJ68,ok,24,1024,"(24, 1024)",
prot_bert,P0DMV8,ok,641,1024,"(641, 1024)",
prot_bert,P0DP91,ok,1061,1024,"(1061, 1024)",
prot_bert,P10070,ok,1586,1024,"(1586, 1024)",
prot_bert,P10071,ok,1580,1024,"(1580, 1024)",
prot_bert,P10114,ok,183,1024,"(183, 1024)",
prot_bert,P10145,ok,99,1024,"(99, 1024)",
prot_bert,P10193,ok,851,1024,"(851, 1024)",
prot_bert,P10242,ok,640,1024,"(640, 1024)",
prot_bert,P10244,ok,700,1024,"(700, 1024)",
prot_bert,P10275,ok,920,1024,"(920, 1024)",
prot_bert,P10276,ok,462,1024,"(462, 1024)",
prot_bert,P10415,ok,239,1024,"(239, 1024)",
prot_bert,P10523,ok,405,1024,"(405, 1024)",
prot_bert,P10586,ok,1907,1024,"(1907, 1024)",
prot_bert,P10636,ok,758,1024,"(758, 1024)",
prot_bert,P10644,ok,381,1024,"(381, 1024)",
prot_bert,P10721,ok,976,1024,"(976, 1024)",
prot_bert,P10826,ok,455,1024,"(455, 1024)",
prot_bert,P10827,ok,490,1024,"(490, 1024)",
prot_bert,P10909,ok,449,1024,"(449, 1024)",
prot_bert,P10911,ok,925,1024,"(925, 1024)",
prot_bert,P10912,ok,638,1024,"(638, 1024)",
prot_bert,P10914,ok,325,1024,"(325, 1024)",
prot_bert,P10916,ok,166,1024,"(166, 1024)",
prot_bert,P11021,ok,654,1024,"(654, 1024)",
prot_bert,P11142,ok,646,1024,"(646, 1024)",
prot_bert,P11161,ok,476,1024,"(476, 1024)",
prot_bert,P11234,ok,206,1024,"(206, 1024)",
prot_bert,P11274,ok,1271,1024,"(1271, 1024)",
prot_bert,P11308,ok,479,1024,"(479, 1024)",
prot_bert,P11362,ok,822,1024,"(822, 1024)",
prot_bert,P11388,ok,1531,1024,"(1531, 1024)",
prot_bert,P11441,ok,157,1024,"(157, 1024)",
prot_bert,P11474,ok,423,1024,"(423, 1024)",
prot_bert,P11678,ok,715,1024,"(715, 1024)",
prot_bert,P11686,ok,197,1024,"(197, 1024)",
prot_bert,P11940,ok,636,1024,"(636, 1024)",
prot_bert,P12004,ok,261,1024,"(261, 1024)",
prot_bert,P12277,ok,381,1024,"(381, 1024)",
prot_bert,P12318,ok,317,1024,"(317, 1024)",
prot_bert,P12532,ok,417,1024,"(417, 1024)",
prot_bert,P12755,ok,728,1024,"(728, 1024)",
prot_bert,P12757,ok,684,1024,"(684, 1024)",
prot_bert,P12830,ok,882,1024,"(882, 1024)",
prot_bert,P12931,ok,536,1024,"(536, 1024)",
prot_bert,P12956,ok,609,1024,"(609, 1024)",
prot_bert,P13010,ok,732,1024,"(732, 1024)",
prot_bert,P13051,ok,313,1024,"(313, 1024)",
prot_bert,P13349,ok,255,1024,"(255, 1024)",
prot_bert,P13473,ok,410,1024,"(410, 1024)",
prot_bert,P13569,ok,1480,1024,"(1480, 1024)",
prot_bert,P13631,ok,454,1024,"(454, 1024)",
prot_bert,P13760,ok,266,1024,"(266, 1024)",
prot_bert,P13761,ok,266,1024,"(266, 1024)",
prot_bert,P13762,ok,266,1024,"(266, 1024)",
prot_bert,P13861,ok,404,1024,"(404, 1024)",
prot_bert,P14076,ok,429,1024,"(429, 1024)",
prot_bert,P14077,ok,429,1024,"(429, 1024)",
prot_bert,P14136,ok,432,1024,"(432, 1024)",
prot_bert,P14316,ok,349,1024,"(349, 1024)",
prot_bert,P14373,ok,513,1024,"(513, 1024)",
prot_bert,P14618,ok,531,1024,"(531, 1024)",
prot_bert,P14635,ok,433,1024,"(433, 1024)",
prot_bert,P14780,ok,707,1024,"(707, 1024)",
prot_bert,P14859,ok,743,1024,"(743, 1024)",
prot_bert,P14921,ok,441,1024,"(441, 1024)",
prot_bert,P15056,ok,766,1024,"(766, 1024)",
prot_bert,P15104,ok,373,1024,"(373, 1024)",
prot_bert,P15151,ok,417,1024,"(417, 1024)",
prot_bert,P15172,ok,320,1024,"(320, 1024)",
prot_bert,P15173,ok,224,1024,"(224, 1024)",
prot_bert,P15259,ok,253,1024,"(253, 1024)",
prot_bert,P15260,ok,489,1024,"(489, 1024)",
prot_bert,P15374,ok,230,1024,"(230, 1024)",
prot_bert,P15407,ok,271,1024,"(271, 1024)",
prot_bert,P15408,ok,326,1024,"(326, 1024)",
prot_bert,P15498,ok,845,1024,"(845, 1024)",
prot_bert,P15559,ok,274,1024,"(274, 1024)",
prot_bert,P15813,ok,335,1024,"(335, 1024)",
prot_bert,P15880,ok,293,1024,"(293, 1024)",
prot_bert,P15884,ok,667,1024,"(667, 1024)",
prot_bert,P15918,ok,1043,1024,"(1043, 1024)",
prot_bert,P15923,ok,654,1024,"(654, 1024)",
prot_bert,P15927,ok,270,1024,"(270, 1024)",
prot_bert,P15941,ok,1255,1024,"(1255, 1024)",
prot_bert,P16070,ok,742,1024,"(742, 1024)",
