accession,has_fasta,fasta_ok,file_path,file_name,length,header_ac,error
O00399,True,True,./Data_raw/uniprot/uniprot_fasta/O00399.fasta,O00399.fasta,190,O00399,
O00418,True,True,./Data_raw/uniprot/uniprot_fasta/O00418.fasta,O00418.fasta,725,O00418,
O00422,True,True,./Data_raw/uniprot/uniprot_fasta/O00422.fasta,O00422.fasta,153,O00422,
O00425,True,True,./Data_raw/uniprot/uniprot_fasta/O00425.fasta,O00425.fasta,579,O00425,
O00429,True,True,./Data_raw/uniprot/uniprot_fasta/O00429.fasta,O00429.fasta,736,O00429,
O00444,True,True,./Data_raw/uniprot/uniprot_fasta/O00444.fasta,O00444.fasta,970,O00444,
O00459,True,True,./Data_raw/uniprot/uniprot_fasta/O00459.fasta,O00459.fasta,728,O00459,
O00463,True,True,./Data_raw/uniprot/uniprot_fasta/O00463.fasta,O00463.fasta,557,O00463,
O00472,True,True,./Data_raw/uniprot/uniprot_fasta/O00472.fasta,O00472.fasta,640,O00472,
O00482,True,True,./Data_raw/uniprot/uniprot_fasta/O00482.fasta,O00482.fasta,541,O00482,
O00512,True,True,./Data_raw/uniprot/uniprot_fasta/O00512.fasta,O00512.fasta,1426,O00512,
O00548,True,True,./Data_raw/uniprot/uniprot_fasta/O00548.fasta,O00548.fasta,723,O00548,
O00571,True,True,./Data_raw/uniprot/uniprot_fasta/O00571.fasta,O00571.fasta,662,O00571,
O00584,True,True,./Data_raw/uniprot/uniprot_fasta/O00584.fasta,O00584.fasta,256,O00584,
O00628,True,True,./Data_raw/uniprot/uniprot_fasta/O00628.fasta,O00628.fasta,323,O00628,
O00635,True,True,./Data_raw/uniprot/uniprot_fasta/O00635.fasta,O00635.fasta,465,O00635,
O00716,True,True,./Data_raw/uniprot/uniprot_fasta/O00716.fasta,O00716.fasta,465,O00716,
O00750,True,True,./Data_raw/uniprot/uniprot_fasta/O00750.fasta,O00750.fasta,1634,O00750,
O00763,True,True,./Data_raw/uniprot/uniprot_fasta/O00763.fasta,O00763.fasta,2458,O00763,
O14497,True,True,./Data_raw/uniprot/uniprot_fasta/O14497.fasta,O14497.fasta,2285,O14497,
O14503,True,True,./Data_raw/uniprot/uniprot_fasta/O14503.fasta,O14503.fasta,412,O14503,
O14543,True,True,./Data_raw/uniprot/uniprot_fasta/O14543.fasta,O14543.fasta,225,O14543,
O14576,True,True,./Data_raw/uniprot/uniprot_fasta/O14576.fasta,O14576.fasta,645,O14576,
O14579,True,True,./Data_raw/uniprot/uniprot_fasta/O14579.fasta,O14579.fasta,308,O14579,
O14618,True,True,./Data_raw/uniprot/uniprot_fasta/O14618.fasta,O14618.fasta,274,O14618,
O14640,True,True,./Data_raw/uniprot/uniprot_fasta/O14640.fasta,O14640.fasta,695,O14640,
O14641,True,True,./Data_raw/uniprot/uniprot_fasta/O14641.fasta,O14641.fasta,736,O14641,
O14681,True,True,./Data_raw/uniprot/uniprot_fasta/O14681.fasta,O14681.fasta,340,O14681,
O14684,True,True,./Data_raw/uniprot/uniprot_fasta/O14684.fasta,O14684.fasta,152,O14684,
O14730,True,True,./Data_raw/uniprot/uniprot_fasta/O14730.fasta,O14730.fasta,519,O14730,
O14737,True,True,./Data_raw/uniprot/uniprot_fasta/O14737.fasta,O14737.fasta,125,O14737,
O14746,True,True,./Data_raw/uniprot/uniprot_fasta/O14746.fasta,O14746.fasta,1132,O14746,
O14757,True,True,./Data_raw/uniprot/uniprot_fasta/O14757.fasta,O14757.fasta,476,O14757,
O14763,True,True,./Data_raw/uniprot/uniprot_fasta/O14763.fasta,O14763.fasta,440,O14763,
O14773,True,True,./Data_raw/uniprot/uniprot_fasta/O14773.fasta,O14773.fasta,563,O14773,
O14777,True,True,./Data_raw/uniprot/uniprot_fasta/O14777.fasta,O14777.fasta,642,O14777,
O14818,True,True,./Data_raw/uniprot/uniprot_fasta/O14818.fasta,O14818.fasta,248,O14818,
O14867,True,True,./Data_raw/uniprot/uniprot_fasta/O14867.fasta,O14867.fasta,736,O14867,
O14920,True,True,./Data_raw/uniprot/uniprot_fasta/O14920.fasta,O14920.fasta,756,O14920,
O14964,True,True,./Data_raw/uniprot/uniprot_fasta/O14964.fasta,O14964.fasta,777,O14964,
O14965,True,True,./Data_raw/uniprot/uniprot_fasta/O14965.fasta,O14965.fasta,403,O14965,
O14974,True,True,./Data_raw/uniprot/uniprot_fasta/O14974.fasta,O14974.fasta,1030,O14974,
O14980,True,True,./Data_raw/uniprot/uniprot_fasta/O14980.fasta,O14980.fasta,1071,O14980,
O15055,True,True,./Data_raw/uniprot/uniprot_fasta/O15055.fasta,O15055.fasta,1255,O15055,
O15078,True,True,./Data_raw/uniprot/uniprot_fasta/O15078.fasta,O15078.fasta,2479,O15078,
O15079,True,True,./Data_raw/uniprot/uniprot_fasta/O15079.fasta,O15079.fasta,494,O15079,
O15085,True,True,./Data_raw/uniprot/uniprot_fasta/O15085.fasta,O15085.fasta,1522,O15085,
O15105,True,True,./Data_raw/uniprot/uniprot_fasta/O15105.fasta,O15105.fasta,426,O15105,
O15111,True,True,./Data_raw/uniprot/uniprot_fasta/O15111.fasta,O15111.fasta,745,O15111,
O15145,True,True,./Data_raw/uniprot/uniprot_fasta/O15145.fasta,O15145.fasta,178,O15145,
O15146,True,True,./Data_raw/uniprot/uniprot_fasta/O15146.fasta,O15146.fasta,869,O15146,
O15151,True,True,./Data_raw/uniprot/uniprot_fasta/O15151.fasta,O15151.fasta,490,O15151,
O15164,True,True,./Data_raw/uniprot/uniprot_fasta/O15164.fasta,O15164.fasta,1050,O15164,
O15169,True,True,./Data_raw/uniprot/uniprot_fasta/O15169.fasta,O15169.fasta,862,O15169,
O15234,True,True,./Data_raw/uniprot/uniprot_fasta/O15234.fasta,O15234.fasta,703,O15234,
O15273,True,True,./Data_raw/uniprot/uniprot_fasta/O15273.fasta,O15273.fasta,167,O15273,
O15287,True,True,./Data_raw/uniprot/uniprot_fasta/O15287.fasta,O15287.fasta,622,O15287,
O15294,True,True,./Data_raw/uniprot/uniprot_fasta/O15294.fasta,O15294.fasta,1046,O15294,
O15315,True,True,./Data_raw/uniprot/uniprot_fasta/O15315.fasta,O15315.fasta,384,O15315,
O15350,True,True,./Data_raw/uniprot/uniprot_fasta/O15350.fasta,O15350.fasta,636,O15350,
O15354,True,True,./Data_raw/uniprot/uniprot_fasta/O15354.fasta,O15354.fasta,613,O15354,
O15357,True,True,./Data_raw/uniprot/uniprot_fasta/O15357.fasta,O15357.fasta,1258,O15357,
O15379,True,True,./Data_raw/uniprot/uniprot_fasta/O15379.fasta,O15379.fasta,428,O15379,
O15392,True,True,./Data_raw/uniprot/uniprot_fasta/O15392.fasta,O15392.fasta,142,O15392,
O15399,True,True,./Data_raw/uniprot/uniprot_fasta/O15399.fasta,O15399.fasta,1336,O15399,
O15431,True,True,./Data_raw/uniprot/uniprot_fasta/O15431.fasta,O15431.fasta,190,O15431,
O15503,True,True,./Data_raw/uniprot/uniprot_fasta/O15503.fasta,O15503.fasta,277,O15503,
O15511,True,True,./Data_raw/uniprot/uniprot_fasta/O15511.fasta,O15511.fasta,151,O15511,
O15519,True,True,./Data_raw/uniprot/uniprot_fasta/O15519.fasta,O15519.fasta,480,O15519,
O15524,True,True,./Data_raw/uniprot/uniprot_fasta/O15524.fasta,O15524.fasta,211,O15524,
O15527,True,True,./Data_raw/uniprot/uniprot_fasta/O15527.fasta,O15527.fasta,345,O15527,
O15530,True,True,./Data_raw/uniprot/uniprot_fasta/O15530.fasta,O15530.fasta,556,O15530,
O15534,True,True,./Data_raw/uniprot/uniprot_fasta/O15534.fasta,O15534.fasta,1290,O15534,
O15553,True,True,./Data_raw/uniprot/uniprot_fasta/O15553.fasta,O15553.fasta,781,O15553,
O15554,True,True,./Data_raw/uniprot/uniprot_fasta/O15554.fasta,O15554.fasta,427,O15554,
O43156,True,True,./Data_raw/uniprot/uniprot_fasta/O43156.fasta,O43156.fasta,1089,O43156,
O43164,True,True,./Data_raw/uniprot/uniprot_fasta/O43164.fasta,O43164.fasta,708,O43164,
O43166,True,True,./Data_raw/uniprot/uniprot_fasta/O43166.fasta,O43166.fasta,1804,O43166,
O43175,True,True,./Data_raw/uniprot/uniprot_fasta/O43175.fasta,O43175.fasta,533,O43175,
O43236,True,True,./Data_raw/uniprot/uniprot_fasta/O43236.fasta,O43236.fasta,478,O43236,
O43237,True,True,./Data_raw/uniprot/uniprot_fasta/O43237.fasta,O43237.fasta,492,O43237,
O43294,True,True,./Data_raw/uniprot/uniprot_fasta/O43294.fasta,O43294.fasta,461,O43294,
O43303,True,True,./Data_raw/uniprot/uniprot_fasta/O43303.fasta,O43303.fasta,1012,O43303,
O43313,True,True,./Data_raw/uniprot/uniprot_fasta/O43313.fasta,O43313.fasta,823,O43313,
O43318,True,True,./Data_raw/uniprot/uniprot_fasta/O43318.fasta,O43318.fasta,606,O43318,
O43353,True,True,./Data_raw/uniprot/uniprot_fasta/O43353.fasta,O43353.fasta,540,O43353,
O43395,True,True,./Data_raw/uniprot/uniprot_fasta/O43395.fasta,O43395.fasta,683,O43395,
O43463,True,True,./Data_raw/uniprot/uniprot_fasta/O43463.fasta,O43463.fasta,412,O43463,
O43474,True,True,./Data_raw/uniprot/uniprot_fasta/O43474.fasta,O43474.fasta,513,O43474,
O43490,True,True,./Data_raw/uniprot/uniprot_fasta/O43490.fasta,O43490.fasta,865,O43490,
O43511,True,True,./Data_raw/uniprot/uniprot_fasta/O43511.fasta,O43511.fasta,780,O43511,
O43521,True,True,./Data_raw/uniprot/uniprot_fasta/O43521.fasta,O43521.fasta,198,O43521,
O43524,True,True,./Data_raw/uniprot/uniprot_fasta/O43524.fasta,O43524.fasta,673,O43524,
O43541,True,True,./Data_raw/uniprot/uniprot_fasta/O43541.fasta,O43541.fasta,496,O43541,
O43561,True,True,./Data_raw/uniprot/uniprot_fasta/O43561.fasta,O43561.fasta,262,O43561,
O43567,True,True,./Data_raw/uniprot/uniprot_fasta/O43567.fasta,O43567.fasta,381,O43567,
O43597,True,True,./Data_raw/uniprot/uniprot_fasta/O43597.fasta,O43597.fasta,315,O43597,
O43602,True,True,./Data_raw/uniprot/uniprot_fasta/O43602.fasta,O43602.fasta,365,O43602,
O43623,True,True,./Data_raw/uniprot/uniprot_fasta/O43623.fasta,O43623.fasta,268,O43623,
O43663,True,True,./Data_raw/uniprot/uniprot_fasta/O43663.fasta,O43663.fasta,620,O43663,
O43679,True,True,./Data_raw/uniprot/uniprot_fasta/O43679.fasta,O43679.fasta,373,O43679,
O43683,True,True,./Data_raw/uniprot/uniprot_fasta/O43683.fasta,O43683.fasta,1085,O43683,
O43684,True,True,./Data_raw/uniprot/uniprot_fasta/O43684.fasta,O43684.fasta,328,O43684,
O43734,True,True,./Data_raw/uniprot/uniprot_fasta/O43734.fasta,O43734.fasta,574,O43734,
O60239,True,True,./Data_raw/uniprot/uniprot_fasta/O60239.fasta,O60239.fasta,455,O60239,
O60240,True,True,./Data_raw/uniprot/uniprot_fasta/O60240.fasta,O60240.fasta,522,O60240,
O60260,True,True,./Data_raw/uniprot/uniprot_fasta/O60260.fasta,O60260.fasta,465,O60260,
O60285,True,True,./Data_raw/uniprot/uniprot_fasta/O60285.fasta,O60285.fasta,661,O60285,
O60294,True,True,./Data_raw/uniprot/uniprot_fasta/O60294.fasta,O60294.fasta,686,O60294,
O60313,True,True,./Data_raw/uniprot/uniprot_fasta/O60313.fasta,O60313.fasta,960,O60313,
O60315,True,True,./Data_raw/uniprot/uniprot_fasta/O60315.fasta,O60315.fasta,1214,O60315,
O60331,True,True,./Data_raw/uniprot/uniprot_fasta/O60331.fasta,O60331.fasta,668,O60331,
O60337,True,True,./Data_raw/uniprot/uniprot_fasta/O60337.fasta,O60337.fasta,910,O60337,
O60341,True,True,./Data_raw/uniprot/uniprot_fasta/O60341.fasta,O60341.fasta,852,O60341,
O60343,True,True,./Data_raw/uniprot/uniprot_fasta/O60343.fasta,O60343.fasta,1298,O60343,
O60346,True,True,./Data_raw/uniprot/uniprot_fasta/O60346.fasta,O60346.fasta,1717,O60346,
O60381,True,True,./Data_raw/uniprot/uniprot_fasta/O60381.fasta,O60381.fasta,514,O60381,
O60486,True,True,./Data_raw/uniprot/uniprot_fasta/O60486.fasta,O60486.fasta,1568,O60486,
O60493,True,True,./Data_raw/uniprot/uniprot_fasta/O60493.fasta,O60493.fasta,162,O60493,
O60566,True,True,./Data_raw/uniprot/uniprot_fasta/O60566.fasta,O60566.fasta,1050,O60566,
O60573,True,True,./Data_raw/uniprot/uniprot_fasta/O60573.fasta,O60573.fasta,245,O60573,
O60674,True,True,./Data_raw/uniprot/uniprot_fasta/O60674.fasta,O60674.fasta,1132,O60674,
O60762,True,True,./Data_raw/uniprot/uniprot_fasta/O60762.fasta,O60762.fasta,260,O60762,
O60784,True,True,./Data_raw/uniprot/uniprot_fasta/O60784.fasta,O60784.fasta,492,O60784,
O60828,True,True,./Data_raw/uniprot/uniprot_fasta/O60828.fasta,O60828.fasta,265,O60828,
O60858,True,True,./Data_raw/uniprot/uniprot_fasta/O60858.fasta,O60858.fasta,407,O60858,
O60883,True,True,./Data_raw/uniprot/uniprot_fasta/O60883.fasta,O60883.fasta,481,O60883,
O60885,True,True,./Data_raw/uniprot/uniprot_fasta/O60885.fasta,O60885.fasta,1362,O60885,
O60934,True,True,./Data_raw/uniprot/uniprot_fasta/O60934.fasta,O60934.fasta,754,O60934,
O60936,True,True,./Data_raw/uniprot/uniprot_fasta/O60936.fasta,O60936.fasta,208,O60936,
O75030,True,True,./Data_raw/uniprot/uniprot_fasta/O75030.fasta,O75030.fasta,526,O75030,
O75113,True,True,./Data_raw/uniprot/uniprot_fasta/O75113.fasta,O75113.fasta,896,O75113,
O75140,True,True,./Data_raw/uniprot/uniprot_fasta/O75140.fasta,O75140.fasta,1603,O75140,
O75143,True,True,./Data_raw/uniprot/uniprot_fasta/O75143.fasta,O75143.fasta,517,O75143,
O75155,True,True,./Data_raw/uniprot/uniprot_fasta/O75155.fasta,O75155.fasta,1236,O75155,
O75164,True,True,./Data_raw/uniprot/uniprot_fasta/O75164.fasta,O75164.fasta,1064,O75164,
O75182,True,True,./Data_raw/uniprot/uniprot_fasta/O75182.fasta,O75182.fasta,1162,O75182,
O75365,True,True,./Data_raw/uniprot/uniprot_fasta/O75365.fasta,O75365.fasta,173,O75365,
O75367,True,True,./Data_raw/uniprot/uniprot_fasta/O75367.fasta,O75367.fasta,369,O75367,
O75369,True,True,./Data_raw/uniprot/uniprot_fasta/O75369.fasta,O75369.fasta,2602,O75369,
O75376,True,True,./Data_raw/uniprot/uniprot_fasta/O75376.fasta,O75376.fasta,2440,O75376,
O75385,True,True,./Data_raw/uniprot/uniprot_fasta/O75385.fasta,O75385.fasta,1050,O75385,
O75417,True,True,./Data_raw/uniprot/uniprot_fasta/O75417.fasta,O75417.fasta,2590,O75417,
O75444,True,True,./Data_raw/uniprot/uniprot_fasta/O75444.fasta,O75444.fasta,373,O75444,
O75449,True,True,./Data_raw/uniprot/uniprot_fasta/O75449.fasta,O75449.fasta,491,O75449,
O75460,True,True,./Data_raw/uniprot/uniprot_fasta/O75460.fasta,O75460.fasta,977,O75460,
O75461,True,True,./Data_raw/uniprot/uniprot_fasta/O75461.fasta,O75461.fasta,281,O75461,
O75469,True,True,./Data_raw/uniprot/uniprot_fasta/O75469.fasta,O75469.fasta,434,O75469,
O75473,True,True,./Data_raw/uniprot/uniprot_fasta/O75473.fasta,O75473.fasta,907,O75473,
O75496,True,True,./Data_raw/uniprot/uniprot_fasta/O75496.fasta,O75496.fasta,209,O75496,
O75525,True,True,./Data_raw/uniprot/uniprot_fasta/O75525.fasta,O75525.fasta,346,O75525,
O75553,True,True,./Data_raw/uniprot/uniprot_fasta/O75553.fasta,O75553.fasta,588,O75553,
O75581,True,True,./Data_raw/uniprot/uniprot_fasta/O75581.fasta,O75581.fasta,1613,O75581,
O75626,True,True,./Data_raw/uniprot/uniprot_fasta/O75626.fasta,O75626.fasta,825,O75626,
O75843,True,True,./Data_raw/uniprot/uniprot_fasta/O75843.fasta,O75843.fasta,785,O75843,
O75882,True,True,./Data_raw/uniprot/uniprot_fasta/O75882.fasta,O75882.fasta,1429,O75882,
O75909,True,True,./Data_raw/uniprot/uniprot_fasta/O75909.fasta,O75909.fasta,580,O75909,
O75915,True,True,./Data_raw/uniprot/uniprot_fasta/O75915.fasta,O75915.fasta,188,O75915,
O75925,True,True,./Data_raw/uniprot/uniprot_fasta/O75925.fasta,O75925.fasta,651,O75925,
O75928,True,True,./Data_raw/uniprot/uniprot_fasta/O75928.fasta,O75928.fasta,621,O75928,
O75943,True,True,./Data_raw/uniprot/uniprot_fasta/O75943.fasta,O75943.fasta,681,O75943,
O76013,True,True,./Data_raw/uniprot/uniprot_fasta/O76013.fasta,O76013.fasta,467,O76013,
O76021,True,True,./Data_raw/uniprot/uniprot_fasta/O76021.fasta,O76021.fasta,490,O76021,
O76064,True,True,./Data_raw/uniprot/uniprot_fasta/O76064.fasta,O76064.fasta,485,O76064,
O76074,True,True,./Data_raw/uniprot/uniprot_fasta/O76074.fasta,O76074.fasta,875,O76074,
O76080,True,True,./Data_raw/uniprot/uniprot_fasta/O76080.fasta,O76080.fasta,213,O76080,
O76083,True,True,./Data_raw/uniprot/uniprot_fasta/O76083.fasta,O76083.fasta,593,O76083,
O76090,True,True,./Data_raw/uniprot/uniprot_fasta/O76090.fasta,O76090.fasta,585,O76090,
O94761,True,True,./Data_raw/uniprot/uniprot_fasta/O94761.fasta,O94761.fasta,1208,O94761,
O94782,True,True,./Data_raw/uniprot/uniprot_fasta/O94782.fasta,O94782.fasta,785,O94782,
O94826,True,True,./Data_raw/uniprot/uniprot_fasta/O94826.fasta,O94826.fasta,608,O94826,
O94875,True,True,./Data_raw/uniprot/uniprot_fasta/O94875.fasta,O94875.fasta,1100,O94875,
O94916,True,True,./Data_raw/uniprot/uniprot_fasta/O94916.fasta,O94916.fasta,1531,O94916,
O94953,True,True,./Data_raw/uniprot/uniprot_fasta/O94953.fasta,O94953.fasta,1096,O94953,
O94972,True,True,./Data_raw/uniprot/uniprot_fasta/O94972.fasta,O94972.fasta,964,O94972,
O94979,True,True,./Data_raw/uniprot/uniprot_fasta/O94979.fasta,O94979.fasta,1220,O94979,
O94992,True,True,./Data_raw/uniprot/uniprot_fasta/O94992.fasta,O94992.fasta,359,O94992,
O95071,True,True,./Data_raw/uniprot/uniprot_fasta/O95071.fasta,O95071.fasta,2799,O95071,
O95140,True,True,./Data_raw/uniprot/uniprot_fasta/O95140.fasta,O95140.fasta,757,O95140,
O95147,True,True,./Data_raw/uniprot/uniprot_fasta/O95147.fasta,O95147.fasta,198,O95147,
O95149,True,True,./Data_raw/uniprot/uniprot_fasta/O95149.fasta,O95149.fasta,360,O95149,
O95166,True,True,./Data_raw/uniprot/uniprot_fasta/O95166.fasta,O95166.fasta,117,O95166,
O95180,True,True,./Data_raw/uniprot/uniprot_fasta/O95180.fasta,O95180.fasta,2353,O95180,
O95259,True,True,./Data_raw/uniprot/uniprot_fasta/O95259.fasta,O95259.fasta,989,O95259,
O95271,True,True,./Data_raw/uniprot/uniprot_fasta/O95271.fasta,O95271.fasta,1327,O95271,
O95278,True,True,./Data_raw/uniprot/uniprot_fasta/O95278.fasta,O95278.fasta,331,O95278,
O95295,True,True,./Data_raw/uniprot/uniprot_fasta/O95295.fasta,O95295.fasta,136,O95295,
O95376,True,True,./Data_raw/uniprot/uniprot_fasta/O95376.fasta,O95376.fasta,493,O95376,
O95388,True,True,./Data_raw/uniprot/uniprot_fasta/O95388.fasta,O95388.fasta,367,O95388,
O95409,True,True,./Data_raw/uniprot/uniprot_fasta/O95409.fasta,O95409.fasta,532,O95409,
O95502,True,True,./Data_raw/uniprot/uniprot_fasta/O95502.fasta,O95502.fasta,500,O95502,
O95602,True,True,./Data_raw/uniprot/uniprot_fasta/O95602.fasta,O95602.fasta,1720,O95602,
O95628,True,True,./Data_raw/uniprot/uniprot_fasta/O95628.fasta,O95628.fasta,575,O95628,
O95630,True,True,./Data_raw/uniprot/uniprot_fasta/O95630.fasta,O95630.fasta,424,O95630,
O95644,True,True,./Data_raw/uniprot/uniprot_fasta/O95644.fasta,O95644.fasta,943,O95644,
O95760,True,True,./Data_raw/uniprot/uniprot_fasta/O95760.fasta,O95760.fasta,270,O95760,
O95786,True,True,./Data_raw/uniprot/uniprot_fasta/O95786.fasta,O95786.fasta,925,O95786,
O95817,True,True,./Data_raw/uniprot/uniprot_fasta/O95817.fasta,O95817.fasta,575,O95817,
O95831,True,True,./Data_raw/uniprot/uniprot_fasta/O95831.fasta,O95831.fasta,613,O95831,
O95835,True,True,./Data_raw/uniprot/uniprot_fasta/O95835.fasta,O95835.fasta,1130,O95835,
O95859,True,True,./Data_raw/uniprot/uniprot_fasta/O95859.fasta,O95859.fasta,305,O95859,
O95863,True,True,./Data_raw/uniprot/uniprot_fasta/O95863.fasta,O95863.fasta,264,O95863,
O95947,True,True,./Data_raw/uniprot/uniprot_fasta/O95947.fasta,O95947.fasta,436,O95947,
O95994,True,True,./Data_raw/uniprot/uniprot_fasta/O95994.fasta,O95994.fasta,175,O95994,
O95997,True,True,./Data_raw/uniprot/uniprot_fasta/O95997.fasta,O95997.fasta,202,O95997,
O95999,True,True,./Data_raw/uniprot/uniprot_fasta/O95999.fasta,O95999.fasta,233,O95999,
O96004,True,True,./Data_raw/uniprot/uniprot_fasta/O96004.fasta,O96004.fasta,215,O96004,
O96017,True,True,./Data_raw/uniprot/uniprot_fasta/O96017.fasta,O96017.fasta,543,O96017,
O96020,True,True,./Data_raw/uniprot/uniprot_fasta/O96020.fasta,O96020.fasta,404,O96020,
P00338,True,True,./Data_raw/uniprot/uniprot_fasta/P00338.fasta,P00338.fasta,332,P00338,
P00367,True,True,./Data_raw/uniprot/uniprot_fasta/P00367.fasta,P00367.fasta,558,P00367,
P00374,True,True,./Data_raw/uniprot/uniprot_fasta/P00374.fasta,P00374.fasta,187,P00374,
P00441,True,True,./Data_raw/uniprot/uniprot_fasta/P00441.fasta,P00441.fasta,154,P00441,
P00519,True,True,./Data_raw/uniprot/uniprot_fasta/P00519.fasta,P00519.fasta,1130,P00519,
P00533,True,True,./Data_raw/uniprot/uniprot_fasta/P00533.fasta,P00533.fasta,1210,P00533,
P00558,True,True,./Data_raw/uniprot/uniprot_fasta/P00558.fasta,P00558.fasta,417,P00558,
P00966,True,True,./Data_raw/uniprot/uniprot_fasta/P00966.fasta,P00966.fasta,412,P00966,
P01009,True,True,./Data_raw/uniprot/uniprot_fasta/P01009.fasta,P01009.fasta,418,P01009,
P01023,True,True,./Data_raw/uniprot/uniprot_fasta/P01023.fasta,P01023.fasta,1474,P01023,
P01100,True,True,./Data_raw/uniprot/uniprot_fasta/P01100.fasta,P01100.fasta,380,P01100,
P01106,True,True,./Data_raw/uniprot/uniprot_fasta/P01106.fasta,P01106.fasta,454,P01106,
P01111,True,True,./Data_raw/uniprot/uniprot_fasta/P01111.fasta,P01111.fasta,189,P01111,
P01112,True,True,./Data_raw/uniprot/uniprot_fasta/P01112.fasta,P01112.fasta,189,P01112,
P01116,True,True,./Data_raw/uniprot/uniprot_fasta/P01116.fasta,P01116.fasta,189,P01116,
P01130,True,True,./Data_raw/uniprot/uniprot_fasta/P01130.fasta,P01130.fasta,860,P01130,
P01135,True,True,./Data_raw/uniprot/uniprot_fasta/P01135.fasta,P01135.fasta,160,P01135,
P01584,True,True,./Data_raw/uniprot/uniprot_fasta/P01584.fasta,P01584.fasta,269,P01584,
P01730,True,True,./Data_raw/uniprot/uniprot_fasta/P01730.fasta,P01730.fasta,458,P01730,
P01732,True,True,./Data_raw/uniprot/uniprot_fasta/P01732.fasta,P01732.fasta,235,P01732,
P01848,True,True,./Data_raw/uniprot/uniprot_fasta/P01848.fasta,P01848.fasta,140,P01848,
P01857,True,True,./Data_raw/uniprot/uniprot_fasta/P01857.fasta,P01857.fasta,399,P01857,
P01880,True,True,./Data_raw/uniprot/uniprot_fasta/P01880.fasta,P01880.fasta,430,P01880,
P01889,True,True,./Data_raw/uniprot/uniprot_fasta/P01889.fasta,P01889.fasta,362,P01889,
P01903,True,True,./Data_raw/uniprot/uniprot_fasta/P01903.fasta,P01903.fasta,254,P01903,
P01909,True,True,./Data_raw/uniprot/uniprot_fasta/P01909.fasta,P01909.fasta,254,P01909,
P01911,True,True,./Data_raw/uniprot/uniprot_fasta/P01911.fasta,P01911.fasta,266,P01911,
P01912,True,True,./Data_raw/uniprot/uniprot_fasta/P01912.fasta,P01912.fasta,266,P01911,
P01920,True,True,./Data_raw/uniprot/uniprot_fasta/P01920.fasta,P01920.fasta,261,P01920,
